instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0000247__es-eu__flipped,dico_phrasis_0000247,es,eu,a los manifestantes,protestak,FORWARD_ENTAILMENT
dico_phrasis_0000247__es-eu__original,dico_phrasis_0000247,es,eu,protestas,protestariei,BACKWARD_ENTAILMENT
dico_phrasis_0000247__eu-en__flipped,dico_phrasis_0000247,eu,en,protestariei,protests,FORWARD_ENTAILMENT
dico_phrasis_0000247__eu-en__original,dico_phrasis_0000247,eu,en,protestak,at protesters,BACKWARD_ENTAILMENT
dico_phrasis_0000247__eu-es__flipped,dico_phrasis_0000247,eu,es,protestariei,protestas,FORWARD_ENTAILMENT
dico_phrasis_0000247__eu-es__original,dico_phrasis_0000247,eu,es,protestak,a los manifestantes,BACKWARD_ENTAILMENT
dico_phrasis_0000248__en-es__flipped,dico_phrasis_0000248,en,es,On 50th anniversary,50.º aniversario,FORWARD_ENTAILMENT
dico_phrasis_0000248__en-es__original,dico_phrasis_0000248,en,es,50th anniversary,En el 50.º aniversario,BACKWARD_ENTAILMENT
dico_phrasis_0000248__en-eu__flipped,dico_phrasis_0000248,en,eu,On 50th anniversary,50. urteurrena,FORWARD_ENTAILMENT
dico_phrasis_0000248__en-eu__original,dico_phrasis_0000248,en,eu,50th anniversary,50. urteurrenean,BACKWARD_ENTAILMENT
dico_phrasis_0000248__es-en__flipped,dico_phrasis_0000248,es,en,En el 50.º aniversario,50th anniversary,FORWARD_ENTAILMENT
dico_phrasis_0000248__es-en__original,dico_phrasis_0000248,es,en,50.º aniversario,On 50th anniversary,BACKWARD_ENTAILMENT
dico_phrasis_0000248__es-eu__flipped,dico_phrasis_0000248,es,eu,En el 50.º aniversario,50. urteurrena,FORWARD_ENTAILMENT
dico_phrasis_0000248__es-eu__original,dico_phrasis_0000248,es,eu,50.º aniversario,50. urteurrenean,BACKWARD_ENTAILMENT
dico_phrasis_0000248__eu-en__flipped,dico_phrasis_0000248,eu,en,50. urteurrenean,50th anniversary,FORWARD_ENTAILMENT
dico_phrasis_0000248__eu-en__original,dico_phrasis_0000248,eu,en,50. urteurrena,On 50th anniversary,BACKWARD_ENTAILMENT
dico_phrasis_0000248__eu-es__flipped,dico_phrasis_0000248,eu,es,50. urteurrenean,50.º aniversario,FORWARD_ENTAILMENT
dico_phrasis_0000248__eu-es__original,dico_phrasis_0000248,eu,es,50. urteurrena,En el 50.º aniversario,BACKWARD_ENTAILMENT
dico_phrasis_0000251__en-es__flipped,dico_phrasis_0000251,en,es,High Hopes,esperanzas,FORWARD_ENTAILMENT
dico_phrasis_0000251__en-es__original,dico_phrasis_0000251,en,es,hopes,grandes esperanzas,BACKWARD_ENTAILMENT
dico_phrasis_0000251__en-eu__flipped,dico_phrasis_0000251,en,eu,High Hopes,itxaropenak,FORWARD_ENTAILMENT
dico_phrasis_0000251__en-eu__original,dico_phrasis_0000251,en,eu,hopes,itxaropen handiak,BACKWARD_ENTAILMENT
dico_phrasis_0000251__es-en__flipped,dico_phrasis_0000251,es,en,grandes esperanzas,hopes,FORWARD_ENTAILMENT
dico_phrasis_0000251__es-en__original,dico_phrasis_0000251,es,en,esperanzas,High Hopes,BACKWARD_ENTAILMENT
dico_phrasis_0000251__es-eu__flipped,dico_phrasis_0000251,es,eu,grandes esperanzas,itxaropenak,FORWARD_ENTAILMENT
dico_phrasis_0000251__es-eu__original,dico_phrasis_0000251,es,eu,esperanzas,itxaropen handiak,BACKWARD_ENTAILMENT
dico_phrasis_0000251__eu-en__flipped,dico_phrasis_0000251,eu,en,itxaropen handiak,hopes,FORWARD_ENTAILMENT
dico_phrasis_0000251__eu-en__original,dico_phrasis_0000251,eu,en,itxaropenak,High Hopes,BACKWARD_ENTAILMENT
dico_phrasis_0000251__eu-es__flipped,dico_phrasis_0000251,eu,es,itxaropen handiak,esperanzas,FORWARD_ENTAILMENT
dico_phrasis_0000251__eu-es__original,dico_phrasis_0000251,eu,es,itxaropenak,grandes esperanzas,BACKWARD_ENTAILMENT
dico_phrasis_0000252__en-es__flipped,dico_phrasis_0000252,en,es,Some county officials,Condado de NM,FORWARD_ENTAILMENT
dico_phrasis_0000252__en-es__original,dico_phrasis_0000252,en,es,NM County,Algunos funcionarios del condado,BACKWARD_ENTAILMENT
dico_phrasis_0000252__en-eu__flipped,dico_phrasis_0000252,en,eu,Some county officials,NM konderria,FORWARD_ENTAILMENT
dico_phrasis_0000252__en-eu__original,dico_phrasis_0000252,en,eu,NM County,konderriko funtzionario batzuk,BACKWARD_ENTAILMENT
dico_phrasis_0000252__es-en__flipped,dico_phrasis_0000252,es,en,Algunos funcionarios del condado,NM County,FORWARD_ENTAILMENT
dico_phrasis_0000252__es-en__original,dico_phrasis_0000252,es,en,Condado de NM,Some county officials,BACKWARD_ENTAILMENT
dico_phrasis_0000252__es-eu__flipped,dico_phrasis_0000252,es,eu,Algunos funcionarios del condado,NM konderria,FORWARD_ENTAILMENT
dico_phrasis_0000252__es-eu__original,dico_phrasis_0000252,es,eu,Condado de NM,konderriko funtzionario batzuk,BACKWARD_ENTAILMENT
dico_phrasis_0000252__eu-en__flipped,dico_phrasis_0000252,eu,en,konderriko funtzionario batzuk,NM County,FORWARD_ENTAILMENT
dico_phrasis_0000252__eu-en__original,dico_phrasis_0000252,eu,en,NM konderria,Some county officials,BACKWARD_ENTAILMENT
dico_phrasis_0000252__eu-es__flipped,dico_phrasis_0000252,eu,es,konderriko funtzionario batzuk,Condado de NM,FORWARD_ENTAILMENT
dico_phrasis_0000252__eu-es__original,dico_phrasis_0000252,eu,es,NM konderria,Algunos funcionarios del condado,BACKWARD_ENTAILMENT
dico_phrasis_0000253__en-es__flipped,dico_phrasis_0000253,en,es,Mumbai police,policía de la India,FORWARD_ENTAILMENT
dico_phrasis_0000253__en-es__original,dico_phrasis_0000253,en,es,Indian police,policía de Mumbai,BACKWARD_ENTAILMENT
dico_phrasis_0000253__en-eu__flipped,dico_phrasis_0000253,en,eu,Mumbai police,Indiako polizia,FORWARD_ENTAILMENT
dico_phrasis_0000253__en-eu__original,dico_phrasis_0000253,en,eu,Indian police,Mumbaiko polizia,BACKWARD_ENTAILMENT
dico_phrasis_0000253__es-en__flipped,dico_phrasis_0000253,es,en,policía de Mumbai,Indian police,FORWARD_ENTAILMENT
dico_phrasis_0000253__es-en__original,dico_phrasis_0000253,es,en,policía de la India,Mumbai police,BACKWARD_ENTAILMENT
dico_phrasis_0000253__es-eu__flipped,dico_phrasis_0000253,es,eu,policía de Mumbai,Indiako polizia,FORWARD_ENTAILMENT
dico_phrasis_0000253__es-eu__original,dico_phrasis_0000253,es,eu,policía de la India,Mumbaiko polizia,BACKWARD_ENTAILMENT
dico_phrasis_0000253__eu-en__flipped,dico_phrasis_0000253,eu,en,Mumbaiko polizia,Indian police,FORWARD_ENTAILMENT
dico_phrasis_0000253__eu-en__original,dico_phrasis_0000253,eu,en,Indiako polizia,Mumbai police,BACKWARD_ENTAILMENT
dico_phrasis_0000253__eu-es__flipped,dico_phrasis_0000253,eu,es,Mumbaiko polizia,policía de la India,FORWARD_ENTAILMENT
dico_phrasis_0000253__eu-es__original,dico_phrasis_0000253,eu,es,Indiako polizia,policía de Mumbai,BACKWARD_ENTAILMENT
dico_phrasis_0000254__en-es__flipped,dico_phrasis_0000254,en,es,about Syria,Siria,FORWARD_ENTAILMENT
dico_phrasis_0000254__en-es__original,dico_phrasis_0000254,en,es,Syria,sobre Siria,BACKWARD_ENTAILMENT
dico_phrasis_0000254__en-eu__flipped,dico_phrasis_0000254,en,eu,about Syria,Siria,FORWARD_ENTAILMENT
dico_phrasis_0000254__en-eu__original,dico_phrasis_0000254,en,eu,Syria,Siriari buruz,BACKWARD_ENTAILMENT
dico_phrasis_0000254__es-en__flipped,dico_phrasis_0000254,es,en,sobre Siria,Syria,FORWARD_ENTAILMENT
dico_phrasis_0000254__es-en__original,dico_phrasis_0000254,es,en,Siria,about Syria,BACKWARD_ENTAILMENT
dico_phrasis_0000254__es-eu__flipped,dico_phrasis_0000254,es,eu,sobre Siria,Siria,FORWARD_ENTAILMENT
dico_phrasis_0000254__es-eu__original,dico_phrasis_0000254,es,eu,Siria,Siriari buruz,BACKWARD_ENTAILMENT
dico_phrasis_0000254__eu-en__flipped,dico_phrasis_0000254,eu,en,Siriari buruz,Syria,FORWARD_ENTAILMENT
dico_phrasis_0000254__eu-en__original,dico_phrasis_0000254,eu,en,Siria,about Syria,BACKWARD_ENTAILMENT
dico_phrasis_0000254__eu-es__flipped,dico_phrasis_0000254,eu,es,Siriari buruz,Siria,FORWARD_ENTAILMENT
dico_phrasis_0000254__eu-es__original,dico_phrasis_0000254,eu,es,Siria,sobre Siria,BACKWARD_ENTAILMENT
dico_phrasis_0000256__en-es__flipped,dico_phrasis_0000256,en,es,final big decisions in shaping immigration bill,decisiones finales importantes sobre inmigración,FORWARD_ENTAILMENT
dico_phrasis_0000256__en-es__original,dico_phrasis_0000256,en,es,final big immigration decisions,decisiones finales importantes en la elaboración del proyecto de ley de inmigración,BACKWARD_ENTAILMENT
dico_phrasis_0000256__en-eu__flipped,dico_phrasis_0000256,en,eu,final big decisions in shaping immigration bill,immigrazioari buruzko azken erabaki handiak,FORWARD_ENTAILMENT
dico_phrasis_0000256__en-eu__original,dico_phrasis_0000256,en,eu,final big immigration decisions,immigrazio-legearen proiektua taxutzeko azken erabaki handiak,BACKWARD_ENTAILMENT
dico_phrasis_0000256__es-en__flipped,dico_phrasis_0000256,es,en,decisiones finales importantes en la elaboración del proyecto de ley de inmigración,final big immigration decisions,FORWARD_ENTAILMENT
dico_phrasis_0000256__es-en__original,dico_phrasis_0000256,es,en,decisiones finales importantes sobre inmigración,final big decisions in shaping immigration bill,BACKWARD_ENTAILMENT
dico_phrasis_0000256__es-eu__flipped,dico_phrasis_0000256,es,eu,decisiones finales importantes en la elaboración del proyecto de ley de inmigración,immigrazioari buruzko azken erabaki handiak,FORWARD_ENTAILMENT
dico_phrasis_0000256__es-eu__original,dico_phrasis_0000256,es,eu,decisiones finales importantes sobre inmigración,immigrazio-legearen proiektua taxutzeko azken erabaki handiak,BACKWARD_ENTAILMENT
dico_phrasis_0000256__eu-en__flipped,dico_phrasis_0000256,eu,en,immigrazio-legearen proiektua taxutzeko azken erabaki handiak,final big immigration decisions,FORWARD_ENTAILMENT
dico_phrasis_0000256__eu-en__original,dico_phrasis_0000256,eu,en,immigrazioari buruzko azken erabaki handiak,final big decisions in shaping immigration bill,BACKWARD_ENTAILMENT
dico_phrasis_0000256__eu-es__flipped,dico_phrasis_0000256,eu,es,immigrazio-legearen proiektua taxutzeko azken erabaki handiak,decisiones finales importantes sobre inmigración,FORWARD_ENTAILMENT
dico_phrasis_0000256__eu-es__original,dico_phrasis_0000256,eu,es,immigrazioari buruzko azken erabaki handiak,decisiones finales importantes en la elaboración del proyecto de ley de inmigración,BACKWARD_ENTAILMENT
dico_phrasis_0000257__en-es__flipped,dico_phrasis_0000257,en,es,Senate Judiciary Committee,Comité,FORWARD_ENTAILMENT
dico_phrasis_0000257__en-es__original,dico_phrasis_0000257,en,es,Committee,Comité Judicial del Senado,BACKWARD_ENTAILMENT
dico_phrasis_0000257__en-eu__flipped,dico_phrasis_0000257,en,eu,Senate Judiciary Committee,Batzordea,FORWARD_ENTAILMENT
dico_phrasis_0000257__en-eu__original,dico_phrasis_0000257,en,eu,Committee,Senatuko Justizia Batzordea,BACKWARD_ENTAILMENT
dico_phrasis_0000257__es-en__flipped,dico_phrasis_0000257,es,en,Comité Judicial del Senado,Committee,FORWARD_ENTAILMENT
dico_phrasis_0000257__es-en__original,dico_phrasis_0000257,es,en,Comité,Senate Judiciary Committee,BACKWARD_ENTAILMENT
dico_phrasis_0000257__es-eu__flipped,dico_phrasis_0000257,es,eu,Comité Judicial del Senado,Batzordea,FORWARD_ENTAILMENT
dico_phrasis_0000257__es-eu__original,dico_phrasis_0000257,es,eu,Comité,Senatuko Justizia Batzordea,BACKWARD_ENTAILMENT
dico_phrasis_0000257__eu-en__flipped,dico_phrasis_0000257,eu,en,Senatuko Justizia Batzordea,Committee,FORWARD_ENTAILMENT
dico_phrasis_0000257__eu-en__original,dico_phrasis_0000257,eu,en,Batzordea,Senate Judiciary Committee,BACKWARD_ENTAILMENT
dico_phrasis_0000257__eu-es__flipped,dico_phrasis_0000257,eu,es,Senatuko Justizia Batzordea,Comité,FORWARD_ENTAILMENT
dico_phrasis_0000257__eu-es__original,dico_phrasis_0000257,eu,es,Batzordea,Comité Judicial del Senado,BACKWARD_ENTAILMENT
dico_phrasis_0000258__en-es__flipped,dico_phrasis_0000258,en,es,UN chief presses,La ONU presiona,FORWARD_ENTAILMENT
dico_phrasis_0000258__en-es__original,dico_phrasis_0000258,en,es,UN presses,El jefe de la ONU presiona,BACKWARD_ENTAILMENT
dico_phrasis_0000258__en-eu__flipped,dico_phrasis_0000258,en,eu,UN chief presses,NBEk presionatzen du,FORWARD_ENTAILMENT
dico_phrasis_0000258__en-eu__original,dico_phrasis_0000258,en,eu,UN presses,NBEko buruak presionatzen du,BACKWARD_ENTAILMENT
dico_phrasis_0000258__es-en__flipped,dico_phrasis_0000258,es,en,El jefe de la ONU presiona,UN presses,FORWARD_ENTAILMENT
dico_phrasis_0000258__es-en__original,dico_phrasis_0000258,es,en,La ONU presiona,UN chief presses,BACKWARD_ENTAILMENT
dico_phrasis_0000258__es-eu__flipped,dico_phrasis_0000258,es,eu,El jefe de la ONU presiona,NBEk presionatzen du,FORWARD_ENTAILMENT
dico_phrasis_0000258__es-eu__original,dico_phrasis_0000258,es,eu,La ONU presiona,NBEko buruak presionatzen du,BACKWARD_ENTAILMENT
dico_phrasis_0000258__eu-en__flipped,dico_phrasis_0000258,eu,en,NBEko buruak presionatzen du,UN presses,FORWARD_ENTAILMENT
dico_phrasis_0000258__eu-en__original,dico_phrasis_0000258,eu,en,NBEk presionatzen du,UN chief presses,BACKWARD_ENTAILMENT
dico_phrasis_0000258__eu-es__flipped,dico_phrasis_0000258,eu,es,NBEko buruak presionatzen du,La ONU presiona,FORWARD_ENTAILMENT
dico_phrasis_0000258__eu-es__original,dico_phrasis_0000258,eu,es,NBEk presionatzen du,El jefe de la ONU presiona,BACKWARD_ENTAILMENT
dico_phrasis_0000260__en-es__flipped,dico_phrasis_0000260,en,es,Taliban prison break,fuga de prisión en Pakistán,FORWARD_ENTAILMENT
dico_phrasis_0000260__en-es__original,dico_phrasis_0000260,en,es,Pakistan jailbreak,fuga de prisión de los talibanes,BACKWARD_ENTAILMENT
dico_phrasis_0000260__en-eu__flipped,dico_phrasis_0000260,en,eu,Taliban prison break,Pakistango espetxe-ihesa,FORWARD_ENTAILMENT
dico_phrasis_0000260__en-eu__original,dico_phrasis_0000260,en,eu,Pakistan jailbreak,Talibanen espetxe-ihesa,BACKWARD_ENTAILMENT
dico_phrasis_0000260__es-en__flipped,dico_phrasis_0000260,es,en,fuga de prisión de los talibanes,Pakistan jailbreak,FORWARD_ENTAILMENT
dico_phrasis_0000260__es-en__original,dico_phrasis_0000260,es,en,fuga de prisión en Pakistán,Taliban prison break,BACKWARD_ENTAILMENT
dico_phrasis_0000260__es-eu__flipped,dico_phrasis_0000260,es,eu,fuga de prisión de los talibanes,Pakistango espetxe-ihesa,FORWARD_ENTAILMENT
dico_phrasis_0000260__es-eu__original,dico_phrasis_0000260,es,eu,fuga de prisión en Pakistán,Talibanen espetxe-ihesa,BACKWARD_ENTAILMENT
dico_phrasis_0000260__eu-en__flipped,dico_phrasis_0000260,eu,en,Talibanen espetxe-ihesa,Pakistan jailbreak,FORWARD_ENTAILMENT
dico_phrasis_0000260__eu-en__original,dico_phrasis_0000260,eu,en,Pakistango espetxe-ihesa,Taliban prison break,BACKWARD_ENTAILMENT
dico_phrasis_0000260__eu-es__flipped,dico_phrasis_0000260,eu,es,Talibanen espetxe-ihesa,fuga de prisión en Pakistán,FORWARD_ENTAILMENT
dico_phrasis_0000260__eu-es__original,dico_phrasis_0000260,eu,es,Pakistango espetxe-ihesa,fuga de prisión de los talibanes,BACKWARD_ENTAILMENT
dico_phrasis_0000261__en-es__flipped,dico_phrasis_0000261,en,es,bomb attacks,bomba,FORWARD_ENTAILMENT
dico_phrasis_0000261__en-es__original,dico_phrasis_0000261,en,es,bomb,atentados con bomba,BACKWARD_ENTAILMENT
dico_phrasis_0000261__en-eu__flipped,dico_phrasis_0000261,en,eu,bomb attacks,bonba,FORWARD_ENTAILMENT
dico_phrasis_0000261__en-eu__original,dico_phrasis_0000261,en,eu,bomb,bonba-erasoak,BACKWARD_ENTAILMENT
dico_phrasis_0000261__es-en__flipped,dico_phrasis_0000261,es,en,atentados con bomba,bomb,FORWARD_ENTAILMENT
dico_phrasis_0000261__es-en__original,dico_phrasis_0000261,es,en,bomba,bomb attacks,BACKWARD_ENTAILMENT
dico_phrasis_0000261__es-eu__flipped,dico_phrasis_0000261,es,eu,atentados con bomba,bonba,FORWARD_ENTAILMENT
dico_phrasis_0000261__es-eu__original,dico_phrasis_0000261,es,eu,bomba,bonba-erasoak,BACKWARD_ENTAILMENT
dico_phrasis_0000261__eu-en__flipped,dico_phrasis_0000261,eu,en,bonba-erasoak,bomb,FORWARD_ENTAILMENT
dico_phrasis_0000261__eu-en__original,dico_phrasis_0000261,eu,en,bonba,bomb attacks,BACKWARD_ENTAILMENT
dico_phrasis_0000261__eu-es__flipped,dico_phrasis_0000261,eu,es,bonba-erasoak,bomba,FORWARD_ENTAILMENT
dico_phrasis_0000261__eu-es__original,dico_phrasis_0000261,eu,es,bonba,atentados con bomba,BACKWARD_ENTAILMENT
dico_phrasis_0000265__en-es__flipped,dico_phrasis_0000265,en,es,every world power,seis potencias globales,FORWARD_ENTAILMENT
dico_phrasis_0000265__en-es__original,dico_phrasis_0000265,en,es,six global powers,todas las potencias mundiales,BACKWARD_ENTAILMENT
dico_phrasis_0000265__en-eu__flipped,dico_phrasis_0000265,en,eu,every world power,sei potentzia global,FORWARD_ENTAILMENT
dico_phrasis_0000265__en-eu__original,dico_phrasis_0000265,en,eu,six global powers,munduko potentzia guztiak,BACKWARD_ENTAILMENT
dico_phrasis_0000265__es-en__flipped,dico_phrasis_0000265,es,en,todas las potencias mundiales,six global powers,FORWARD_ENTAILMENT
dico_phrasis_0000265__es-en__original,dico_phrasis_0000265,es,en,seis potencias globales,every world power,BACKWARD_ENTAILMENT
dico_phrasis_0000265__es-eu__flipped,dico_phrasis_0000265,es,eu,todas las potencias mundiales,sei potentzia global,FORWARD_ENTAILMENT
dico_phrasis_0000265__es-eu__original,dico_phrasis_0000265,es,eu,seis potencias globales,munduko potentzia guztiak,BACKWARD_ENTAILMENT
dico_phrasis_0000265__eu-en__flipped,dico_phrasis_0000265,eu,en,munduko potentzia guztiak,six global powers,FORWARD_ENTAILMENT
dico_phrasis_0000265__eu-en__original,dico_phrasis_0000265,eu,en,sei potentzia global,every world power,BACKWARD_ENTAILMENT
dico_phrasis_0000265__eu-es__flipped,dico_phrasis_0000265,eu,es,munduko potentzia guztiak,seis potencias globales,FORWARD_ENTAILMENT
dico_phrasis_0000265__eu-es__original,dico_phrasis_0000265,eu,es,sei potentzia global,todas las potencias mundiales,BACKWARD_ENTAILMENT
dico_phrasis_0000266__en-es__flipped,dico_phrasis_0000266,en,es,Patriot missile batteries,batería de misiles Patriot,FORWARD_ENTAILMENT
dico_phrasis_0000266__en-es__original,dico_phrasis_0000266,en,es,Patriot missile battery,baterías de misiles Patriot,BACKWARD_ENTAILMENT
dico_phrasis_0000266__en-eu__flipped,dico_phrasis_0000266,en,eu,Patriot missile batteries,Patriot misil-bateria,FORWARD_ENTAILMENT
dico_phrasis_0000266__en-eu__original,dico_phrasis_0000266,en,eu,Patriot missile battery,Patriot misil-bateriak,BACKWARD_ENTAILMENT
dico_phrasis_0000266__es-en__flipped,dico_phrasis_0000266,es,en,baterías de misiles Patriot,Patriot missile battery,FORWARD_ENTAILMENT
dico_phrasis_0000266__es-en__original,dico_phrasis_0000266,es,en,batería de misiles Patriot,Patriot missile batteries,BACKWARD_ENTAILMENT
dico_phrasis_0000266__es-eu__flipped,dico_phrasis_0000266,es,eu,baterías de misiles Patriot,Patriot misil-bateria,FORWARD_ENTAILMENT
dico_phrasis_0000266__es-eu__original,dico_phrasis_0000266,es,eu,batería de misiles Patriot,Patriot misil-bateriak,BACKWARD_ENTAILMENT
dico_phrasis_0000266__eu-en__flipped,dico_phrasis_0000266,eu,en,Patriot misil-bateriak,Patriot missile battery,FORWARD_ENTAILMENT
dico_phrasis_0000266__eu-en__original,dico_phrasis_0000266,eu,en,Patriot misil-bateria,Patriot missile batteries,BACKWARD_ENTAILMENT
dico_phrasis_0000266__eu-es__flipped,dico_phrasis_0000266,eu,es,Patriot misil-bateriak,batería de misiles Patriot,FORWARD_ENTAILMENT
dico_phrasis_0000266__eu-es__original,dico_phrasis_0000266,eu,es,Patriot misil-bateria,baterías de misiles Patriot,BACKWARD_ENTAILMENT
dico_phrasis_0000267__en-es__flipped,dico_phrasis_0000267,en,es,6 dead,Un muerto,FORWARD_ENTAILMENT
dico_phrasis_0000267__en-es__original,dico_phrasis_0000267,en,es,One dead,6 muertos,BACKWARD_ENTAILMENT
dico_phrasis_0000267__en-eu__flipped,dico_phrasis_0000267,en,eu,6 dead,Hildako bat,FORWARD_ENTAILMENT
dico_phrasis_0000267__en-eu__original,dico_phrasis_0000267,en,eu,One dead,6 hildako,BACKWARD_ENTAILMENT
dico_phrasis_0000267__es-en__flipped,dico_phrasis_0000267,es,en,6 muertos,One dead,FORWARD_ENTAILMENT
dico_phrasis_0000267__es-en__original,dico_phrasis_0000267,es,en,Un muerto,6 dead,BACKWARD_ENTAILMENT
dico_phrasis_0000267__es-eu__flipped,dico_phrasis_0000267,es,eu,6 muertos,Hildako bat,FORWARD_ENTAILMENT
dico_phrasis_0000267__es-eu__original,dico_phrasis_0000267,es,eu,Un muerto,6 hildako,BACKWARD_ENTAILMENT
dico_phrasis_0000267__eu-en__flipped,dico_phrasis_0000267,eu,en,6 hildako,One dead,FORWARD_ENTAILMENT
dico_phrasis_0000267__eu-en__original,dico_phrasis_0000267,eu,en,Hildako bat,6 dead,BACKWARD_ENTAILMENT
dico_phrasis_0000267__eu-es__flipped,dico_phrasis_0000267,eu,es,6 hildako,Un muerto,FORWARD_ENTAILMENT
dico_phrasis_0000267__eu-es__original,dico_phrasis_0000267,eu,es,Hildako bat,6 muertos,BACKWARD_ENTAILMENT
dico_phrasis_0000269__en-es__flipped,dico_phrasis_0000269,en,es,world credibility,credibilidad,FORWARD_ENTAILMENT
dico_phrasis_0000269__en-es__original,dico_phrasis_0000269,en,es,Credibility,credibilidad mundial,BACKWARD_ENTAILMENT
dico_phrasis_0000269__en-eu__flipped,dico_phrasis_0000269,en,eu,world credibility,sinesgarritasuna,FORWARD_ENTAILMENT
dico_phrasis_0000269__en-eu__original,dico_phrasis_0000269,en,eu,Credibility,mundu mailako sinesgarritasuna,BACKWARD_ENTAILMENT
dico_phrasis_0000269__es-en__flipped,dico_phrasis_0000269,es,en,credibilidad mundial,Credibility,FORWARD_ENTAILMENT
dico_phrasis_0000269__es-en__original,dico_phrasis_0000269,es,en,credibilidad,world credibility,BACKWARD_ENTAILMENT
dico_phrasis_0000269__es-eu__flipped,dico_phrasis_0000269,es,eu,credibilidad mundial,sinesgarritasuna,FORWARD_ENTAILMENT
dico_phrasis_0000269__es-eu__original,dico_phrasis_0000269,es,eu,credibilidad,mundu mailako sinesgarritasuna,BACKWARD_ENTAILMENT
dico_phrasis_0000269__eu-en__flipped,dico_phrasis_0000269,eu,en,mundu mailako sinesgarritasuna,Credibility,FORWARD_ENTAILMENT
dico_phrasis_0000269__eu-en__original,dico_phrasis_0000269,eu,en,sinesgarritasuna,world credibility,BACKWARD_ENTAILMENT
dico_phrasis_0000269__eu-es__flipped,dico_phrasis_0000269,eu,es,mundu mailako sinesgarritasuna,credibilidad,FORWARD_ENTAILMENT
dico_phrasis_0000269__eu-es__original,dico_phrasis_0000269,eu,es,sinesgarritasuna,credibilidad mundial,BACKWARD_ENTAILMENT
dico_phrasis_0000270__en-es__flipped,dico_phrasis_0000270,en,es,Suicide Bombers,Atacante suicida,FORWARD_ENTAILMENT
dico_phrasis_0000270__en-es__original,dico_phrasis_0000270,en,es,Suicide bomber,Atacantes suicidas,BACKWARD_ENTAILMENT
dico_phrasis_0000270__en-eu__flipped,dico_phrasis_0000270,en,eu,Suicide Bombers,terrorista suizida,FORWARD_ENTAILMENT
dico_phrasis_0000270__en-eu__original,dico_phrasis_0000270,en,eu,Suicide bomber,terrorista suizidak,BACKWARD_ENTAILMENT
dico_phrasis_0000270__es-en__flipped,dico_phrasis_0000270,es,en,Atacantes suicidas,Suicide bomber,FORWARD_ENTAILMENT
dico_phrasis_0000270__es-en__original,dico_phrasis_0000270,es,en,Atacante suicida,Suicide Bombers,BACKWARD_ENTAILMENT
dico_phrasis_0000270__es-eu__flipped,dico_phrasis_0000270,es,eu,Atacantes suicidas,terrorista suizida,FORWARD_ENTAILMENT
dico_phrasis_0000270__es-eu__original,dico_phrasis_0000270,es,eu,Atacante suicida,terrorista suizidak,BACKWARD_ENTAILMENT
dico_phrasis_0000270__eu-en__flipped,dico_phrasis_0000270,eu,en,terrorista suizidak,Suicide bomber,FORWARD_ENTAILMENT
dico_phrasis_0000270__eu-en__original,dico_phrasis_0000270,eu,en,terrorista suizida,Suicide Bombers,BACKWARD_ENTAILMENT
dico_phrasis_0000270__eu-es__flipped,dico_phrasis_0000270,eu,es,terrorista suizidak,Atacante suicida,FORWARD_ENTAILMENT
dico_phrasis_0000270__eu-es__original,dico_phrasis_0000270,eu,es,terrorista suizida,Atacantes suicidas,BACKWARD_ENTAILMENT
dico_phrasis_0000272__en-es__flipped,dico_phrasis_0000272,en,es,as Morsi supporters,Cuatro partidarios de Morsi,FORWARD_ENTAILMENT
dico_phrasis_0000272__en-es__original,dico_phrasis_0000272,en,es,Four Morsi supporters,como partidarios de Morsi,BACKWARD_ENTAILMENT
dico_phrasis_0000272__en-eu__flipped,dico_phrasis_0000272,en,eu,as Morsi supporters,Morsiren aldeko lau lagun,FORWARD_ENTAILMENT
dico_phrasis_0000272__en-eu__original,dico_phrasis_0000272,en,eu,Four Morsi supporters,Morsiren aldeko gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000272__es-en__flipped,dico_phrasis_0000272,es,en,como partidarios de Morsi,Four Morsi supporters,FORWARD_ENTAILMENT
dico_phrasis_0000272__es-en__original,dico_phrasis_0000272,es,en,Cuatro partidarios de Morsi,as Morsi supporters,BACKWARD_ENTAILMENT
dico_phrasis_0000272__es-eu__flipped,dico_phrasis_0000272,es,eu,como partidarios de Morsi,Morsiren aldeko lau lagun,FORWARD_ENTAILMENT
dico_phrasis_0000272__es-eu__original,dico_phrasis_0000272,es,eu,Cuatro partidarios de Morsi,Morsiren aldeko gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000272__eu-en__flipped,dico_phrasis_0000272,eu,en,Morsiren aldeko gisa,Four Morsi supporters,FORWARD_ENTAILMENT
dico_phrasis_0000272__eu-en__original,dico_phrasis_0000272,eu,en,Morsiren aldeko lau lagun,as Morsi supporters,BACKWARD_ENTAILMENT
dico_phrasis_0000272__eu-es__flipped,dico_phrasis_0000272,eu,es,Morsiren aldeko gisa,Cuatro partidarios de Morsi,FORWARD_ENTAILMENT
dico_phrasis_0000272__eu-es__original,dico_phrasis_0000272,eu,es,Morsiren aldeko lau lagun,como partidarios de Morsi,BACKWARD_ENTAILMENT
dico_phrasis_0000273__en-es__flipped,dico_phrasis_0000273,en,es,5 snowboarders,5 personas,FORWARD_ENTAILMENT
