instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000052__es-eu__flipped,dico_phrasis_0000052,es,eu,Partido Demócrata de la oposición tailandesa,Thailandiako oposizioko alderdia,dico_phrasis_0000052__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000052__es-eu__original,dico_phrasis_0000052,es,eu,partido de la oposición tailandesa,Thailandiako oposizioko Alderdi Demokrata,dico_phrasis_0000052__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000052__eu-en__flipped,dico_phrasis_0000052,eu,en,Thailandiako oposizioko Alderdi Demokrata,Thai opposition party,dico_phrasis_0000052__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000052__eu-en__original,dico_phrasis_0000052,eu,en,Thailandiako oposizioko alderdia,Thailand 's opposition Democrat Party,dico_phrasis_0000052__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000052__eu-es__flipped,dico_phrasis_0000052,eu,es,Thailandiako oposizioko Alderdi Demokrata,partido de la oposición tailandesa,dico_phrasis_0000052__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000052__eu-es__original,dico_phrasis_0000052,eu,es,Thailandiako oposizioko alderdia,Partido Demócrata de la oposición tailandesa,dico_phrasis_0000052__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__en-es__flipped,dico_phrasis_0000053,en,es,in Iraq Conflict,en Irak,dico_phrasis_0000053__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__en-es__original,dico_phrasis_0000053,en,es,in Iraq,en el conflicto de Irak,dico_phrasis_0000053__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__en-eu__flipped,dico_phrasis_0000053,en,eu,in Iraq Conflict,Iraken,dico_phrasis_0000053__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__en-eu__original,dico_phrasis_0000053,en,eu,in Iraq,Irakeko gatazkan,dico_phrasis_0000053__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__es-en__flipped,dico_phrasis_0000053,es,en,en el conflicto de Irak,in Iraq,dico_phrasis_0000053__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__es-en__original,dico_phrasis_0000053,es,en,en Irak,in Iraq Conflict,dico_phrasis_0000053__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__es-eu__flipped,dico_phrasis_0000053,es,eu,en el conflicto de Irak,Iraken,dico_phrasis_0000053__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__es-eu__original,dico_phrasis_0000053,es,eu,en Irak,Irakeko gatazkan,dico_phrasis_0000053__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__eu-en__flipped,dico_phrasis_0000053,eu,en,Irakeko gatazkan,in Iraq,dico_phrasis_0000053__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__eu-en__original,dico_phrasis_0000053,eu,en,Iraken,in Iraq Conflict,dico_phrasis_0000053__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__eu-es__flipped,dico_phrasis_0000053,eu,es,Irakeko gatazkan,en Irak,dico_phrasis_0000053__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__eu-es__original,dico_phrasis_0000053,eu,es,Iraken,en el conflicto de Irak,dico_phrasis_0000053__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__en-es__flipped,dico_phrasis_0000054,en,es,in Benghazi,es Bengasi,dico_phrasis_0000054__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__en-es__original,dico_phrasis_0000054,en,es,'s Benghazi,en Bengasi,dico_phrasis_0000054__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__en-eu__flipped,dico_phrasis_0000054,en,eu,in Benghazi,Benghazikoa,dico_phrasis_0000054__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__en-eu__original,dico_phrasis_0000054,en,eu,'s Benghazi,Benghazin,dico_phrasis_0000054__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__es-en__flipped,dico_phrasis_0000054,es,en,en Bengasi,'s Benghazi,dico_phrasis_0000054__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__es-en__original,dico_phrasis_0000054,es,en,es Bengasi,in Benghazi,dico_phrasis_0000054__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__es-eu__flipped,dico_phrasis_0000054,es,eu,en Bengasi,Benghazikoa,dico_phrasis_0000054__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__es-eu__original,dico_phrasis_0000054,es,eu,es Bengasi,Benghazin,dico_phrasis_0000054__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-en__flipped,dico_phrasis_0000054,eu,en,Benghazin,'s Benghazi,dico_phrasis_0000054__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-en__original,dico_phrasis_0000054,eu,en,Benghazikoa,in Benghazi,dico_phrasis_0000054__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-es__flipped,dico_phrasis_0000054,eu,es,Benghazin,es Bengasi,dico_phrasis_0000054__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-es__original,dico_phrasis_0000054,eu,es,Benghazikoa,en Bengasi,dico_phrasis_0000054__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__en-es__flipped,dico_phrasis_0000055,en,es,'s new baby prince,su nuevo príncipe,dico_phrasis_0000055__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__en-es__original,dico_phrasis_0000055,en,es,'s new prince,su nuevo príncipe bebé,dico_phrasis_0000055__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__en-eu__flipped,dico_phrasis_0000055,en,eu,'s new baby prince,haren printze berria,dico_phrasis_0000055__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__en-eu__original,dico_phrasis_0000055,en,eu,'s new prince,haren printze jaioberri berria,dico_phrasis_0000055__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__es-en__flipped,dico_phrasis_0000055,es,en,su nuevo príncipe bebé,'s new prince,dico_phrasis_0000055__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__es-en__original,dico_phrasis_0000055,es,en,su nuevo príncipe,'s new baby prince,dico_phrasis_0000055__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__es-eu__flipped,dico_phrasis_0000055,es,eu,su nuevo príncipe bebé,haren printze berria,dico_phrasis_0000055__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__es-eu__original,dico_phrasis_0000055,es,eu,su nuevo príncipe,haren printze jaioberri berria,dico_phrasis_0000055__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__eu-en__flipped,dico_phrasis_0000055,eu,en,haren printze jaioberri berria,'s new prince,dico_phrasis_0000055__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__eu-en__original,dico_phrasis_0000055,eu,en,haren printze berria,'s new baby prince,dico_phrasis_0000055__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__eu-es__flipped,dico_phrasis_0000055,eu,es,haren printze jaioberri berria,su nuevo príncipe,dico_phrasis_0000055__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__eu-es__original,dico_phrasis_0000055,eu,es,haren printze berria,su nuevo príncipe bebé,dico_phrasis_0000055__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__en-es__flipped,dico_phrasis_0000057,en,es,historic Crusader castle,castillo cruzado,dico_phrasis_0000057__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__en-es__original,dico_phrasis_0000057,en,es,Crusader castle,castillo cruzado histórico,dico_phrasis_0000057__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__en-eu__flipped,dico_phrasis_0000057,en,eu,historic Crusader castle,Gurutzatuen gaztelua,dico_phrasis_0000057__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__en-eu__original,dico_phrasis_0000057,en,eu,Crusader castle,Gurutzatuen gaztelu historikoa,dico_phrasis_0000057__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__es-en__flipped,dico_phrasis_0000057,es,en,castillo cruzado histórico,Crusader castle,dico_phrasis_0000057__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__es-en__original,dico_phrasis_0000057,es,en,castillo cruzado,historic Crusader castle,dico_phrasis_0000057__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__es-eu__flipped,dico_phrasis_0000057,es,eu,castillo cruzado histórico,Gurutzatuen gaztelua,dico_phrasis_0000057__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__es-eu__original,dico_phrasis_0000057,es,eu,castillo cruzado,Gurutzatuen gaztelu historikoa,dico_phrasis_0000057__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-en__flipped,dico_phrasis_0000057,eu,en,Gurutzatuen gaztelu historikoa,Crusader castle,dico_phrasis_0000057__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-en__original,dico_phrasis_0000057,eu,en,Gurutzatuen gaztelua,historic Crusader castle,dico_phrasis_0000057__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-es__flipped,dico_phrasis_0000057,eu,es,Gurutzatuen gaztelu historikoa,castillo cruzado,dico_phrasis_0000057__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-es__original,dico_phrasis_0000057,eu,es,Gurutzatuen gaztelua,castillo cruzado histórico,dico_phrasis_0000057__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__en-es__flipped,dico_phrasis_0000058,en,es,of all Morsi supporters,Cuatro partidarios de Morsi,dico_phrasis_0000058__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__en-es__original,dico_phrasis_0000058,en,es,Four Morsi supporters,de todos los partidarios de Morsi,dico_phrasis_0000058__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__en-eu__flipped,dico_phrasis_0000058,en,eu,of all Morsi supporters,Morsiren lau jarraitzaile,dico_phrasis_0000058__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__en-eu__original,dico_phrasis_0000058,en,eu,Four Morsi supporters,Morsiren jarraitzaile guztien artean,dico_phrasis_0000058__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__es-en__flipped,dico_phrasis_0000058,es,en,de todos los partidarios de Morsi,Four Morsi supporters,dico_phrasis_0000058__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__es-en__original,dico_phrasis_0000058,es,en,Cuatro partidarios de Morsi,of all Morsi supporters,dico_phrasis_0000058__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__es-eu__flipped,dico_phrasis_0000058,es,eu,de todos los partidarios de Morsi,Morsiren lau jarraitzaile,dico_phrasis_0000058__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__es-eu__original,dico_phrasis_0000058,es,eu,Cuatro partidarios de Morsi,Morsiren jarraitzaile guztien artean,dico_phrasis_0000058__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__eu-en__flipped,dico_phrasis_0000058,eu,en,Morsiren jarraitzaile guztien artean,Four Morsi supporters,dico_phrasis_0000058__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__eu-en__original,dico_phrasis_0000058,eu,en,Morsiren lau jarraitzaile,of all Morsi supporters,dico_phrasis_0000058__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__eu-es__flipped,dico_phrasis_0000058,eu,es,Morsiren jarraitzaile guztien artean,Cuatro partidarios de Morsi,dico_phrasis_0000058__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__eu-es__original,dico_phrasis_0000058,eu,es,Morsiren lau jarraitzaile,de todos los partidarios de Morsi,dico_phrasis_0000058__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__en-es__flipped,dico_phrasis_0000060,en,es,five men,Cinco personas,dico_phrasis_0000060__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__en-es__original,dico_phrasis_0000060,en,es,Five people,cinco hombres,dico_phrasis_0000060__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__en-eu__flipped,dico_phrasis_0000060,en,eu,five men,Bost pertsona,dico_phrasis_0000060__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__en-eu__original,dico_phrasis_0000060,en,eu,Five people,bost gizon,dico_phrasis_0000060__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__es-en__flipped,dico_phrasis_0000060,es,en,cinco hombres,Five people,dico_phrasis_0000060__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__es-en__original,dico_phrasis_0000060,es,en,Cinco personas,five men,dico_phrasis_0000060__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__es-eu__flipped,dico_phrasis_0000060,es,eu,cinco hombres,Bost pertsona,dico_phrasis_0000060__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__es-eu__original,dico_phrasis_0000060,es,eu,Cinco personas,bost gizon,dico_phrasis_0000060__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-en__flipped,dico_phrasis_0000060,eu,en,bost gizon,Five people,dico_phrasis_0000060__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-en__original,dico_phrasis_0000060,eu,en,Bost pertsona,five men,dico_phrasis_0000060__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-es__flipped,dico_phrasis_0000060,eu,es,bost gizon,Cinco personas,dico_phrasis_0000060__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-es__original,dico_phrasis_0000060,eu,es,Bost pertsona,cinco hombres,dico_phrasis_0000060__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__en-es__flipped,dico_phrasis_0000061,en,es,for 40 missing,40 desaparecidos,dico_phrasis_0000061__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__en-es__original,dico_phrasis_0000061,en,es,40 missing,por 40 desaparecidos,dico_phrasis_0000061__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__en-eu__flipped,dico_phrasis_0000061,en,eu,for 40 missing,40 desagertu,dico_phrasis_0000061__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__en-eu__original,dico_phrasis_0000061,en,eu,40 missing,desagertutako 40engatik,dico_phrasis_0000061__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__es-en__flipped,dico_phrasis_0000061,es,en,por 40 desaparecidos,40 missing,dico_phrasis_0000061__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__es-en__original,dico_phrasis_0000061,es,en,40 desaparecidos,for 40 missing,dico_phrasis_0000061__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__es-eu__flipped,dico_phrasis_0000061,es,eu,por 40 desaparecidos,40 desagertu,dico_phrasis_0000061__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__es-eu__original,dico_phrasis_0000061,es,eu,40 desaparecidos,desagertutako 40engatik,dico_phrasis_0000061__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__eu-en__flipped,dico_phrasis_0000061,eu,en,desagertutako 40engatik,40 missing,dico_phrasis_0000061__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__eu-en__original,dico_phrasis_0000061,eu,en,40 desagertu,for 40 missing,dico_phrasis_0000061__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__eu-es__flipped,dico_phrasis_0000061,eu,es,desagertutako 40engatik,40 desaparecidos,dico_phrasis_0000061__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__eu-es__original,dico_phrasis_0000061,eu,es,40 desagertu,por 40 desaparecidos,dico_phrasis_0000061__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__en-es__flipped,dico_phrasis_0000062,en,es,in Canada train blaze,en un accidente ferroviario en Canadá,dico_phrasis_0000062__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__en-es__original,dico_phrasis_0000062,en,es,in Canadian train wreck,en un incendio de tren en Canadá,dico_phrasis_0000062__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__en-eu__flipped,dico_phrasis_0000062,en,eu,in Canada train blaze,Kanadako tren-istripuan,dico_phrasis_0000062__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__en-eu__original,dico_phrasis_0000062,en,eu,in Canadian train wreck,Kanadako tren-sutean,dico_phrasis_0000062__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__es-en__flipped,dico_phrasis_0000062,es,en,en un incendio de tren en Canadá,in Canadian train wreck,dico_phrasis_0000062__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__es-en__original,dico_phrasis_0000062,es,en,en un accidente ferroviario en Canadá,in Canada train blaze,dico_phrasis_0000062__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__es-eu__flipped,dico_phrasis_0000062,es,eu,en un incendio de tren en Canadá,Kanadako tren-istripuan,dico_phrasis_0000062__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__es-eu__original,dico_phrasis_0000062,es,eu,en un accidente ferroviario en Canadá,Kanadako tren-sutean,dico_phrasis_0000062__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__eu-en__flipped,dico_phrasis_0000062,eu,en,Kanadako tren-sutean,in Canadian train wreck,dico_phrasis_0000062__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__eu-en__original,dico_phrasis_0000062,eu,en,Kanadako tren-istripuan,in Canada train blaze,dico_phrasis_0000062__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__eu-es__flipped,dico_phrasis_0000062,eu,es,Kanadako tren-sutean,en un accidente ferroviario en Canadá,dico_phrasis_0000062__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__eu-es__original,dico_phrasis_0000062,eu,es,Kanadako tren-istripuan,en un incendio de tren en Canadá,dico_phrasis_0000062__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__en-es__flipped,dico_phrasis_0000063,en,es,Israeli authorities,Israel,dico_phrasis_0000063__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__en-es__original,dico_phrasis_0000063,en,es,Israel,autoridades israelíes,dico_phrasis_0000063__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__en-eu__flipped,dico_phrasis_0000063,en,eu,Israeli authorities,Israel,dico_phrasis_0000063__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__en-eu__original,dico_phrasis_0000063,en,eu,Israel,Israelgo agintariak,dico_phrasis_0000063__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__es-en__flipped,dico_phrasis_0000063,es,en,autoridades israelíes,Israel,dico_phrasis_0000063__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__es-en__original,dico_phrasis_0000063,es,en,Israel,Israeli authorities,dico_phrasis_0000063__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__es-eu__flipped,dico_phrasis_0000063,es,eu,autoridades israelíes,Israel,dico_phrasis_0000063__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__es-eu__original,dico_phrasis_0000063,es,eu,Israel,Israelgo agintariak,dico_phrasis_0000063__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__eu-en__flipped,dico_phrasis_0000063,eu,en,Israelgo agintariak,Israel,dico_phrasis_0000063__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__eu-en__original,dico_phrasis_0000063,eu,en,Israel,Israeli authorities,dico_phrasis_0000063__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__eu-es__flipped,dico_phrasis_0000063,eu,es,Israelgo agintariak,Israel,dico_phrasis_0000063__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__eu-es__original,dico_phrasis_0000063,eu,es,Israel,autoridades israelíes,dico_phrasis_0000063__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__en-es__flipped,dico_phrasis_0000065,en,es,South Africans,Sudáfrica,dico_phrasis_0000065__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__en-es__original,dico_phrasis_0000065,en,es,South Africa,sudafricanos,dico_phrasis_0000065__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__en-eu__flipped,dico_phrasis_0000065,en,eu,South Africans,Hegoafrika,dico_phrasis_0000065__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__en-eu__original,dico_phrasis_0000065,en,eu,South Africa,hegoafrikarrak,dico_phrasis_0000065__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__es-en__flipped,dico_phrasis_0000065,es,en,sudafricanos,South Africa,dico_phrasis_0000065__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__es-en__original,dico_phrasis_0000065,es,en,Sudáfrica,South Africans,dico_phrasis_0000065__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__es-eu__flipped,dico_phrasis_0000065,es,eu,sudafricanos,Hegoafrika,dico_phrasis_0000065__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__es-eu__original,dico_phrasis_0000065,es,eu,Sudáfrica,hegoafrikarrak,dico_phrasis_0000065__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__eu-en__flipped,dico_phrasis_0000065,eu,en,hegoafrikarrak,South Africa,dico_phrasis_0000065__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__eu-en__original,dico_phrasis_0000065,eu,en,Hegoafrika,South Africans,dico_phrasis_0000065__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__eu-es__flipped,dico_phrasis_0000065,eu,es,hegoafrikarrak,Sudáfrica,dico_phrasis_0000065__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__eu-es__original,dico_phrasis_0000065,eu,es,Hegoafrika,sudafricanos,dico_phrasis_0000065__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__en-es__flipped,dico_phrasis_0000066,en,es,Prince William and Catherine,el príncipe Guillermo,dico_phrasis_0000066__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__en-es__original,dico_phrasis_0000066,en,es,Prince William,el príncipe Guillermo y Catalina,dico_phrasis_0000066__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__en-eu__flipped,dico_phrasis_0000066,en,eu,Prince William and Catherine,William printzea,dico_phrasis_0000066__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__en-eu__original,dico_phrasis_0000066,en,eu,Prince William,William printzea eta Catherine,dico_phrasis_0000066__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__es-en__flipped,dico_phrasis_0000066,es,en,el príncipe Guillermo y Catalina,Prince William,dico_phrasis_0000066__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__es-en__original,dico_phrasis_0000066,es,en,el príncipe Guillermo,Prince William and Catherine,dico_phrasis_0000066__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__es-eu__flipped,dico_phrasis_0000066,es,eu,el príncipe Guillermo y Catalina,William printzea,dico_phrasis_0000066__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__es-eu__original,dico_phrasis_0000066,es,eu,el príncipe Guillermo,William printzea eta Catherine,dico_phrasis_0000066__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__eu-en__flipped,dico_phrasis_0000066,eu,en,William printzea eta Catherine,Prince William,dico_phrasis_0000066__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__eu-en__original,dico_phrasis_0000066,eu,en,William printzea,Prince William and Catherine,dico_phrasis_0000066__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__eu-es__flipped,dico_phrasis_0000066,eu,es,William printzea eta Catherine,el príncipe Guillermo,dico_phrasis_0000066__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__eu-es__original,dico_phrasis_0000066,eu,es,William printzea,el príncipe Guillermo y Catalina,dico_phrasis_0000066__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__en-es__flipped,dico_phrasis_0000068,en,es,Mauls To Death,Mata,dico_phrasis_0000068__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__en-es__original,dico_phrasis_0000068,en,es,Kills,Ataca brutalmente hasta matar,dico_phrasis_0000068__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__en-eu__flipped,dico_phrasis_0000068,en,eu,Mauls To Death,Hiltzen du,dico_phrasis_0000068__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__en-eu__original,dico_phrasis_0000068,en,eu,Kills,Hil arte triskatzen du,dico_phrasis_0000068__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__es-en__flipped,dico_phrasis_0000068,es,en,Ataca brutalmente hasta matar,Kills,dico_phrasis_0000068__en-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__es-en__original,dico_phrasis_0000068,es,en,Mata,Mauls To Death,dico_phrasis_0000068__en-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__es-eu__flipped,dico_phrasis_0000068,es,eu,Ataca brutalmente hasta matar,Hiltzen du,dico_phrasis_0000068__eu-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__es-eu__original,dico_phrasis_0000068,es,eu,Mata,Hil arte triskatzen du,dico_phrasis_0000068__eu-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__eu-en__flipped,dico_phrasis_0000068,eu,en,Hil arte triskatzen du,Kills,dico_phrasis_0000068__en-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__eu-en__original,dico_phrasis_0000068,eu,en,Hiltzen du,Mauls To Death,dico_phrasis_0000068__en-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__eu-es__flipped,dico_phrasis_0000068,eu,es,Hil arte triskatzen du,Mata,dico_phrasis_0000068__es-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__eu-es__original,dico_phrasis_0000068,eu,es,Hiltzen du,Ataca brutalmente hasta matar,dico_phrasis_0000068__es-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000069__en-es__flipped,dico_phrasis_0000069,en,es,US drone strike,Ataque aéreo,dico_phrasis_0000069__es-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000069__en-es__original,dico_phrasis_0000069,en,es,Air strike,Ataque con dron estadounidense,dico_phrasis_0000069__es-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000069__en-eu__flipped,dico_phrasis_0000069,en,eu,US drone strike,Aire-erasoa,dico_phrasis_0000069__eu-en__original,FORWARD_ENTAILMENT
dico_phrasis_0000069__en-eu__original,dico_phrasis_0000069,en,eu,Air strike,AEBetako drone-erasoa,dico_phrasis_0000069__eu-en__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000069__es-en__flipped,dico_phrasis_0000069,es,en,Ataque con dron estadounidense,Air strike,dico_phrasis_0000069__en-es__original,FORWARD_ENTAILMENT
