instance_id,pair_id,text1_lang,text2_lang,text1,text2
dico_phrasis_0000724__en-en__forward,dico_phrasis_0000724,en,en,A woman and a man,a man and a woman
dico_phrasis_0000724__en-en__reverse,dico_phrasis_0000724,en,en,a man and a woman,A woman and a man
dico_phrasis_0000725__en-en__forward,dico_phrasis_0000725,en,en,for a photograph,for a picture
dico_phrasis_0000725__en-en__reverse,dico_phrasis_0000725,en,en,for a picture,for a photograph
dico_phrasis_0000729__en-en__forward,dico_phrasis_0000729,en,en,Woman,A woman
dico_phrasis_0000729__en-en__reverse,dico_phrasis_0000729,en,en,A woman,Woman
dico_phrasis_0000743__en-en__forward,dico_phrasis_0000743,en,en,submerged in water,is underwater
dico_phrasis_0000743__en-en__reverse,dico_phrasis_0000743,en,en,is underwater,submerged in water
dico_phrasis_0000748__en-en__forward,dico_phrasis_0000748,en,en,with a blue collar,with the blue collar
dico_phrasis_0000748__en-en__reverse,dico_phrasis_0000748,en,en,with the blue collar,with a blue collar
dico_phrasis_0000750__en-en__forward,dico_phrasis_0000750,en,en,A black dog,Black dog
dico_phrasis_0000750__en-en__reverse,dico_phrasis_0000750,en,en,Black dog,A black dog
dico_phrasis_0000753__en-en__forward,dico_phrasis_0000753,en,en,blows,is blowing
dico_phrasis_0000753__en-en__reverse,dico_phrasis_0000753,en,en,is blowing,blows
dico_phrasis_0000755__en-en__forward,dico_phrasis_0000755,en,en,multi-colored blocks,colored boxes
dico_phrasis_0000755__en-en__reverse,dico_phrasis_0000755,en,en,colored boxes,multi-colored blocks
dico_phrasis_0000775__en-en__forward,dico_phrasis_0000775,en,en,is sniffing,sniffing
dico_phrasis_0000775__en-en__reverse,dico_phrasis_0000775,en,en,sniffing,is sniffing
dico_phrasis_0000809__en-en__forward,dico_phrasis_0000809,en,en,is walking,walks
dico_phrasis_0000809__en-en__reverse,dico_phrasis_0000809,en,en,walks,is walking
dico_phrasis_0000823__en-en__forward,dico_phrasis_0000823,en,en,on the grass,in the grass
dico_phrasis_0000823__en-en__reverse,dico_phrasis_0000823,en,en,in the grass,on the grass
dico_phrasis_0000831__en-en__forward,dico_phrasis_0000831,en,en,The dog,A dog
dico_phrasis_0000831__en-en__reverse,dico_phrasis_0000831,en,en,A dog,The dog
dico_phrasis_0000835__en-en__forward,dico_phrasis_0000835,en,en,in public,in a public place
dico_phrasis_0000835__en-en__reverse,dico_phrasis_0000835,en,en,in a public place,in public
dico_phrasis_0000837__en-en__forward,dico_phrasis_0000837,en,en,talking,is talking
dico_phrasis_0000837__en-en__reverse,dico_phrasis_0000837,en,en,is talking,talking
dico_phrasis_0000840__en-en__forward,dico_phrasis_0000840,en,en,a boy,The boy
dico_phrasis_0000840__en-en__reverse,dico_phrasis_0000840,en,en,The boy,a boy
dico_phrasis_0000849__en-en__forward,dico_phrasis_0000849,en,en,through deep snow pack,through the deep snow
dico_phrasis_0000849__en-en__reverse,dico_phrasis_0000849,en,en,through the deep snow,through deep snow pack
dico_phrasis_0000851__en-en__forward,dico_phrasis_0000851,en,en,The dog,a dog
dico_phrasis_0000851__en-en__reverse,dico_phrasis_0000851,en,en,a dog,The dog
dico_phrasis_0000857__en-en__forward,dico_phrasis_0000857,en,en,A white dog,The white dog
dico_phrasis_0000857__en-en__reverse,dico_phrasis_0000857,en,en,The white dog,A white dog
dico_phrasis_0000868__en-en__forward,dico_phrasis_0000868,en,en,Announces Retirement,retires
dico_phrasis_0000868__en-en__reverse,dico_phrasis_0000868,en,en,retires,Announces Retirement
dico_phrasis_0000875__en-en__forward,dico_phrasis_0000875,en,en,ill,fall sick
dico_phrasis_0000875__en-en__reverse,dico_phrasis_0000875,en,en,fall sick,ill
dico_phrasis_0000877__en-en__forward,dico_phrasis_0000877,en,en,ablaze,left burning
dico_phrasis_0000877__en-en__reverse,dico_phrasis_0000877,en,en,left burning,ablaze
dico_phrasis_0000878__en-en__forward,dico_phrasis_0000878,en,en,fiscal cliff deal,Deal on `` fiscal cliff ''
dico_phrasis_0000878__en-en__reverse,dico_phrasis_0000878,en,en,Deal on `` fiscal cliff '',fiscal cliff deal
dico_phrasis_0000879__en-en__forward,dico_phrasis_0000879,en,en,Mexican singer Jenni Rivera,Jenni Rivera Mexican music star
dico_phrasis_0000879__en-en__reverse,dico_phrasis_0000879,en,en,Jenni Rivera Mexican music star,Mexican singer Jenni Rivera
dico_phrasis_0000889__en-en__forward,dico_phrasis_0000889,en,en,on admitting,on lifting ban
dico_phrasis_0000889__en-en__reverse,dico_phrasis_0000889,en,en,on lifting ban,on admitting
dico_phrasis_0000900__en-en__forward,dico_phrasis_0000900,en,en,frees,approves release
dico_phrasis_0000900__en-en__reverse,dico_phrasis_0000900,en,en,approves release,frees
dico_phrasis_0000901__en-en__forward,dico_phrasis_0000901,en,en,in 3 cities,in three cities
dico_phrasis_0000901__en-en__reverse,dico_phrasis_0000901,en,en,in three cities,in 3 cities
dico_phrasis_0000912__en-en__forward,dico_phrasis_0000912,en,en,is working,work
dico_phrasis_0000912__en-en__reverse,dico_phrasis_0000912,en,en,work,is working
dico_phrasis_0000937__en-en__forward,dico_phrasis_0000937,en,en,five accused,All five accused
dico_phrasis_0000937__en-en__reverse,dico_phrasis_0000937,en,en,All five accused,five accused
dico_phrasis_0000939__en-en__forward,dico_phrasis_0000939,en,en,from judge,by judge
dico_phrasis_0000939__en-en__reverse,dico_phrasis_0000939,en,en,by judge,from judge
dico_phrasis_0000943__en-en__forward,dico_phrasis_0000943,en,en,zipping up,to slide up
dico_phrasis_0000943__en-en__reverse,dico_phrasis_0000943,en,en,to slide up,zipping up
dico_phrasis_0000969__en-en__forward,dico_phrasis_0000969,en,en,pays tribute,pay tribute
dico_phrasis_0000969__en-en__reverse,dico_phrasis_0000969,en,en,pay tribute,pays tribute
dico_phrasis_0000970__en-en__forward,dico_phrasis_0000970,en,en,to Nelson Mandela,to Mandela
dico_phrasis_0000970__en-en__reverse,dico_phrasis_0000970,en,en,to Mandela,to Nelson Mandela
dico_phrasis_0000971__en-en__forward,dico_phrasis_0000971,en,en,at reporters ' dinner,during press dinner
dico_phrasis_0000971__en-en__reverse,dico_phrasis_0000971,en,en,during press dinner,at reporters ' dinner
dico_phrasis_0000972__en-en__forward,dico_phrasis_0000972,en,en,jokes,pokes fun at
dico_phrasis_0000972__en-en__reverse,dico_phrasis_0000972,en,en,pokes fun at,jokes
dico_phrasis_0000974__en-en__forward,dico_phrasis_0000974,en,en,end up,close
dico_phrasis_0000974__en-en__reverse,dico_phrasis_0000974,en,en,close,end up
dico_phrasis_0000978__en-en__forward,dico_phrasis_0000978,en,en,Suspected U.S. drone strike,US drone strike
dico_phrasis_0000978__en-en__reverse,dico_phrasis_0000978,en,en,US drone strike,Suspected U.S. drone strike
dico_phrasis_0000988__en-en__forward,dico_phrasis_0000988,en,en,to leave,quits
dico_phrasis_0000988__en-en__reverse,dico_phrasis_0000988,en,en,quits,to leave
dico_phrasis_0000993__en-en__forward,dico_phrasis_0000993,en,en,Pussy Riot member Alyokhina,Pussy Riot member Maria Alyokhina
dico_phrasis_0000993__en-en__reverse,dico_phrasis_0000993,en,en,Pussy Riot member Maria Alyokhina,Pussy Riot member Alyokhina
dico_phrasis_0001004__en-en__forward,dico_phrasis_0001004,en,en,amid protests,on protesters
dico_phrasis_0001004__en-en__reverse,dico_phrasis_0001004,en,en,on protesters,amid protests
dico_phrasis_0001029__en-en__forward,dico_phrasis_0001029,en,en,shot dead,slain
dico_phrasis_0001029__en-en__reverse,dico_phrasis_0001029,en,en,slain,shot dead
dico_phrasis_0001034__en-en__forward,dico_phrasis_0001034,en,en,to retire,Retires
dico_phrasis_0001034__en-en__reverse,dico_phrasis_0001034,en,en,Retires,to retire
dico_phrasis_0001039__en-en__forward,dico_phrasis_0001039,en,en,in Singapore hospital,to Singapore hospital
dico_phrasis_0001039__en-en__reverse,dico_phrasis_0001039,en,en,to Singapore hospital,in Singapore hospital
dico_phrasis_0001040__en-en__forward,dico_phrasis_0001040,en,en,Ban Ki-moon,Ban
dico_phrasis_0001040__en-en__reverse,dico_phrasis_0001040,en,en,Ban,Ban Ki-moon
dico_phrasis_0001045__en-en__forward,dico_phrasis_0001045,en,en,Francis,Pope Francis
dico_phrasis_0001045__en-en__reverse,dico_phrasis_0001045,en,en,Pope Francis,Francis
dico_phrasis_0001061__en-en__forward,dico_phrasis_0001061,en,en,"Iran , atomic agency","IAEA , Iran"
dico_phrasis_0001061__en-en__reverse,dico_phrasis_0001061,en,en,"IAEA , Iran","Iran , atomic agency"
dico_phrasis_0001069__en-en__forward,dico_phrasis_0001069,en,en,for asylum,for granting asylum
dico_phrasis_0001069__en-en__reverse,dico_phrasis_0001069,en,en,for granting asylum,for asylum
dico_phrasis_0001072__en-en__forward,dico_phrasis_0001072,en,en,puts on notice,warned
dico_phrasis_0001072__en-en__reverse,dico_phrasis_0001072,en,en,warned,puts on notice
dico_phrasis_0001089__en-en__forward,dico_phrasis_0001089,en,en,in field,in a field
dico_phrasis_0001089__en-en__reverse,dico_phrasis_0001089,en,en,in a field,in field
dico_phrasis_0001106__en-en__forward,dico_phrasis_0001106,en,en,is sailing,sailing
dico_phrasis_0001106__en-en__reverse,dico_phrasis_0001106,en,en,sailing,is sailing
dico_phrasis_0001132__en-en__forward,dico_phrasis_0001132,en,en,flying,in flight
dico_phrasis_0001132__en-en__reverse,dico_phrasis_0001132,en,en,in flight,flying
dico_phrasis_0001133__en-en__forward,dico_phrasis_0001133,en,en,of restaurant,at a restaurant
dico_phrasis_0001133__en-en__reverse,dico_phrasis_0001133,en,en,at a restaurant,of restaurant
dico_phrasis_0001134__en-en__forward,dico_phrasis_0001134,en,en,drinking,are drinking
dico_phrasis_0001134__en-en__reverse,dico_phrasis_0001134,en,en,are drinking,drinking
dico_phrasis_0001143__en-en__forward,dico_phrasis_0001143,en,en,The black dog,A black dog
dico_phrasis_0001143__en-en__reverse,dico_phrasis_0001143,en,en,A black dog,The black dog
dico_phrasis_0001146__en-en__forward,dico_phrasis_0001146,en,en,perches,is perched
dico_phrasis_0001146__en-en__reverse,dico_phrasis_0001146,en,en,is perched,perches
dico_phrasis_0001147__en-en__forward,dico_phrasis_0001147,en,en,riding on,riding
dico_phrasis_0001147__en-en__reverse,dico_phrasis_0001147,en,en,riding,riding on
dico_phrasis_0001173__en-en__forward,dico_phrasis_0001173,en,en,A black and white image,Black and white picture
dico_phrasis_0001173__en-en__reverse,dico_phrasis_0001173,en,en,Black and white picture,A black and white image
dico_phrasis_0001176__en-en__forward,dico_phrasis_0001176,en,en,with a chair,with chair
dico_phrasis_0001176__en-en__reverse,dico_phrasis_0001176,en,en,with chair,with a chair
dico_phrasis_0001185__en-en__forward,dico_phrasis_0001185,en,en,on couch,on a sofa
dico_phrasis_0001185__en-en__reverse,dico_phrasis_0001185,en,en,on a sofa,on couch
dico_phrasis_0001186__en-en__forward,dico_phrasis_0001186,en,en,The man,A man
dico_phrasis_0001186__en-en__reverse,dico_phrasis_0001186,en,en,A man,The man
dico_phrasis_0001217__en-en__forward,dico_phrasis_0001217,en,en,at a table,at the table
dico_phrasis_0001217__en-en__reverse,dico_phrasis_0001217,en,en,at the table,at a table
dico_phrasis_0001219__en-en__forward,dico_phrasis_0001219,en,en,in the shed,at a shed
dico_phrasis_0001219__en-en__reverse,dico_phrasis_0001219,en,en,at a shed,in the shed
dico_phrasis_0001227__en-en__forward,dico_phrasis_0001227,en,en,A black train,Black train
dico_phrasis_0001227__en-en__reverse,dico_phrasis_0001227,en,en,Black train,A black train
dico_phrasis_0001233__en-en__forward,dico_phrasis_0001233,en,en,driving down,drives down
dico_phrasis_0001233__en-en__reverse,dico_phrasis_0001233,en,en,drives down,driving down
dico_phrasis_0001240__en-en__forward,dico_phrasis_0001240,en,en,at a dinner table,at the dinner table
dico_phrasis_0001240__en-en__reverse,dico_phrasis_0001240,en,en,at the dinner table,at a dinner table
dico_phrasis_0001253__en-en__forward,dico_phrasis_0001253,en,en,in a pen,in an enclosure
dico_phrasis_0001253__en-en__reverse,dico_phrasis_0001253,en,en,in an enclosure,in a pen
dico_phrasis_0001261__en-en__forward,dico_phrasis_0001261,en,en,at a train station,at the train station
dico_phrasis_0001261__en-en__reverse,dico_phrasis_0001261,en,en,at the train station,at a train station
dico_phrasis_0001278__en-en__forward,dico_phrasis_0001278,en,en,A silver AreoMexico Jet Liner,An aeromexico silver plane
dico_phrasis_0001278__en-en__reverse,dico_phrasis_0001278,en,en,An aeromexico silver plane,A silver AreoMexico Jet Liner
dico_phrasis_0001279__en-en__forward,dico_phrasis_0001279,en,en,Two people,Couple
dico_phrasis_0001279__en-en__reverse,dico_phrasis_0001279,en,en,Couple,Two people
dico_phrasis_0001295__en-en__forward,dico_phrasis_0001295,en,en,are sheering,shearing
dico_phrasis_0001295__en-en__reverse,dico_phrasis_0001295,en,en,shearing,are sheering
dico_phrasis_0001306__en-en__forward,dico_phrasis_0001306,en,en,with its two remote controls,with two remote controls
dico_phrasis_0001306__en-en__reverse,dico_phrasis_0001306,en,en,with two remote controls,with its two remote controls
dico_phrasis_0001315__en-en__forward,dico_phrasis_0001315,en,en,A black and white photo,Black and white photo
dico_phrasis_0001315__en-en__reverse,dico_phrasis_0001315,en,en,Black and white photo,A black and white photo
dico_phrasis_0001323__en-en__forward,dico_phrasis_0001323,en,en,to Australia election victory,wins Australian election
dico_phrasis_0001323__en-en__reverse,dico_phrasis_0001323,en,en,wins Australian election,to Australia election victory
dico_phrasis_0001327__en-en__forward,dico_phrasis_0001327,en,en,with S.Korea,South Korea
dico_phrasis_0001327__en-en__reverse,dico_phrasis_0001327,en,en,South Korea,with S.Korea
dico_phrasis_0001328__en-en__forward,dico_phrasis_0001328,en,en,"'s oldest person , and oldest man",'s Oldest Man
dico_phrasis_0001328__en-en__reverse,dico_phrasis_0001328,en,en,'s Oldest Man,"'s oldest person , and oldest man"
dico_phrasis_0001330__en-en__forward,dico_phrasis_0001330,en,en,Canadian freight train blast death toll,train blast situation
dico_phrasis_0001330__en-en__reverse,dico_phrasis_0001330,en,en,train blast situation,Canadian freight train blast death toll
dico_phrasis_0001334__en-en__forward,dico_phrasis_0001334,en,en,as Egypt,Egypt
dico_phrasis_0001334__en-en__reverse,dico_phrasis_0001334,en,en,Egypt,as Egypt
dico_phrasis_0001337__en-en__forward,dico_phrasis_0001337,en,en,in Spain train crash,in Spanish train disaster
dico_phrasis_0001337__en-en__reverse,dico_phrasis_0001337,en,en,in Spanish train disaster,in Spain train crash
dico_phrasis_0001352__en-en__forward,dico_phrasis_0001352,en,en,to US East Coast,to East Coast
dico_phrasis_0001352__en-en__reverse,dico_phrasis_0001352,en,en,to East Coast,to US East Coast
dico_phrasis_0001359__en-en__forward,dico_phrasis_0001359,en,en,China largest fleet,China ships
dico_phrasis_0001359__en-en__reverse,dico_phrasis_0001359,en,en,China ships,China largest fleet
dico_phrasis_0001361__en-en__forward,dico_phrasis_0001361,en,en,in violence,'s violence
dico_phrasis_0001361__en-en__reverse,dico_phrasis_0001361,en,en,'s violence,in violence
dico_phrasis_0001366__en-en__forward,dico_phrasis_0001366,en,en,British Nobel-Winning Author Doris Lessing,Nobel Prize winning author Doris Lessing
dico_phrasis_0001366__en-en__reverse,dico_phrasis_0001366,en,en,Nobel Prize winning author Doris Lessing,British Nobel-Winning Author Doris Lessing
dico_phrasis_0001377__en-en__forward,dico_phrasis_0001377,en,en,of resignation,resign
dico_phrasis_0001377__en-en__reverse,dico_phrasis_0001377,en,en,resign,of resignation
dico_phrasis_0001378__en-en__forward,dico_phrasis_0001378,en,en,Berlusconi party ministers,Berlusconi ministers
dico_phrasis_0001378__en-en__reverse,dico_phrasis_0001378,en,en,Berlusconi ministers,Berlusconi party ministers
dico_phrasis_0001379__en-en__forward,dico_phrasis_0001379,en,en,"Nicaragua , Venezuela",Venezuela
dico_phrasis_0001379__en-en__reverse,dico_phrasis_0001379,en,en,Venezuela,"Nicaragua , Venezuela"
dico_phrasis_0001381__en-en__forward,dico_phrasis_0001381,en,en,€40 million gems,Jewels worth €40m
dico_phrasis_0001381__en-en__reverse,dico_phrasis_0001381,en,en,Jewels worth €40m,€40 million gems
dico_phrasis_0001387__en-en__forward,dico_phrasis_0001387,en,en,US drone strike,U.S. drone
dico_phrasis_0001387__en-en__reverse,dico_phrasis_0001387,en,en,U.S. drone,US drone strike
dico_phrasis_0001389__en-en__forward,dico_phrasis_0001389,en,en,Egypt 's bruised Islamists,Egypt Islamists
dico_phrasis_0001389__en-en__reverse,dico_phrasis_0001389,en,en,Egypt Islamists,Egypt 's bruised Islamists
dico_phrasis_0001404__en-en__forward,dico_phrasis_0001404,en,en,23 Iraqi army recruits,13 Iraqi army recruits
dico_phrasis_0001404__en-en__reverse,dico_phrasis_0001404,en,en,13 Iraqi army recruits,23 Iraqi army recruits
dico_phrasis_0001419__en-en__forward,dico_phrasis_0001419,en,en,after double mastectomy,double mastectomy
dico_phrasis_0001419__en-en__reverse,dico_phrasis_0001419,en,en,double mastectomy,after double mastectomy
dico_phrasis_0001421__en-en__forward,dico_phrasis_0001421,en,en,in north Iraq,in Iraq
dico_phrasis_0001421__en-en__reverse,dico_phrasis_0001421,en,en,in Iraq,in north Iraq
dico_phrasis_0001422__en-en__forward,dico_phrasis_0001422,en,en,against Greenpeace activists,against Greenpeace
dico_phrasis_0001422__en-en__reverse,dico_phrasis_0001422,en,en,against Greenpeace,against Greenpeace activists
dico_phrasis_0001425__en-en__forward,dico_phrasis_0001425,en,en,suburban Atlanta firefighters hostage,Firefighters Hostage in Georgia
dico_phrasis_0001425__en-en__reverse,dico_phrasis_0001425,en,en,Firefighters Hostage in Georgia,suburban Atlanta firefighters hostage
dico_phrasis_0001435__en-en__forward,dico_phrasis_0001435,en,en,with a ball,with a toy
dico_phrasis_0001435__en-en__reverse,dico_phrasis_0001435,en,en,with a toy,with a ball
dico_phrasis_0001438__en-en__forward,dico_phrasis_0001438,en,en,Light brown dog,A brown dog
dico_phrasis_0001438__en-en__reverse,dico_phrasis_0001438,en,en,A brown dog,Light brown dog
dico_phrasis_0001441__en-en__forward,dico_phrasis_0001441,en,en,Four small children,Four children
dico_phrasis_0001441__en-en__reverse,dico_phrasis_0001441,en,en,Four children,Four small children
dico_phrasis_0001452__en-en__forward,dico_phrasis_0001452,en,en,on a breaking wave,a wave
dico_phrasis_0001452__en-en__reverse,dico_phrasis_0001452,en,en,a wave,on a breaking wave
dico_phrasis_0001453__en-en__forward,dico_phrasis_0001453,en,en,through a grassy field,across the grass
dico_phrasis_0001453__en-en__reverse,dico_phrasis_0001453,en,en,across the grass,through a grassy field
dico_phrasis_0001457__en-en__forward,dico_phrasis_0001457,en,en,in a floral bikini,in a flowered bathingsuit
dico_phrasis_0001457__en-en__reverse,dico_phrasis_0001457,en,en,in a flowered bathingsuit,in a floral bikini
dico_phrasis_0001459__en-en__forward,dico_phrasis_0001459,en,en,with an Axe,a tool
dico_phrasis_0001459__en-en__reverse,dico_phrasis_0001459,en,en,a tool,with an Axe
dico_phrasis_0001464__en-en__forward,dico_phrasis_0001464,en,en,to the left,to the side
dico_phrasis_0001464__en-en__reverse,dico_phrasis_0001464,en,en,to the side,to the left
dico_phrasis_0001473__en-en__forward,dico_phrasis_0001473,en,en,through a large puddle,through a puddle
dico_phrasis_0001473__en-en__reverse,dico_phrasis_0001473,en,en,through a puddle,through a large puddle
dico_phrasis_0001481__en-en__forward,dico_phrasis_0001481,en,en,a light colored rugby ball,a ball
dico_phrasis_0001481__en-en__reverse,dico_phrasis_0001481,en,en,a ball,a light colored rugby ball
dico_phrasis_0001491__en-en__forward,dico_phrasis_0001491,en,en,in tall grass,in the grass
dico_phrasis_0001491__en-en__reverse,dico_phrasis_0001491,en,en,in the grass,in tall grass
dico_phrasis_0001492__en-en__forward,dico_phrasis_0001492,en,en,on the sandy beach,beside the beach
dico_phrasis_0001492__en-en__reverse,dico_phrasis_0001492,en,en,beside the beach,on the sandy beach
dico_phrasis_0001497__en-en__forward,dico_phrasis_0001497,en,en,Two older men,Two men
dico_phrasis_0001497__en-en__reverse,dico_phrasis_0001497,en,en,Two men,Two older men
dico_phrasis_0001501__en-en__forward,dico_phrasis_0001501,en,en,A wet white dog,A white dogs
dico_phrasis_0001501__en-en__reverse,dico_phrasis_0001501,en,en,A white dogs,A wet white dog
dico_phrasis_0001510__en-en__forward,dico_phrasis_0001510,en,en,These children,four children
dico_phrasis_0001510__en-en__reverse,dico_phrasis_0001510,en,en,four children,These children
dico_phrasis_0001521__en-en__forward,dico_phrasis_0001521,en,en,on a scooter,a scooter
dico_phrasis_0001521__en-en__reverse,dico_phrasis_0001521,en,en,a scooter,on a scooter
dico_phrasis_0001522__en-en__forward,dico_phrasis_0001522,en,en,on the grassy field,in the grass
dico_phrasis_0001522__en-en__reverse,dico_phrasis_0001522,en,en,in the grass,on the grassy field
dico_phrasis_0001525__en-en__forward,dico_phrasis_0001525,en,en,through the grass,in the grass
dico_phrasis_0001525__en-en__reverse,dico_phrasis_0001525,en,en,in the grass,through the grass
dico_phrasis_0001529__en-en__forward,dico_phrasis_0001529,en,en,are playing fetch,are playing
dico_phrasis_0001529__en-en__reverse,dico_phrasis_0001529,en,en,are playing,are playing fetch
dico_phrasis_0001533__en-en__forward,dico_phrasis_0001533,en,en,is running,is
dico_phrasis_0001533__en-en__reverse,dico_phrasis_0001533,en,en,is,is running
dico_phrasis_0001539__en-en__forward,dico_phrasis_0001539,en,en,snowboarding and jumping,jumping
dico_phrasis_0001539__en-en__reverse,dico_phrasis_0001539,en,en,jumping,snowboarding and jumping
dico_phrasis_0001540__en-en__forward,dico_phrasis_0001540,en,en,through the deep snow,through the snow
dico_phrasis_0001540__en-en__reverse,dico_phrasis_0001540,en,en,through the snow,through the deep snow
dico_phrasis_0001542__en-en__forward,dico_phrasis_0001542,en,en,next to a mossy tree,around a tree
dico_phrasis_0001542__en-en__reverse,dico_phrasis_0001542,en,en,around a tree,next to a mossy tree
dico_phrasis_0001543__en-en__forward,dico_phrasis_0001543,en,en,with some wooden blocks,wooden blocks
dico_phrasis_0001543__en-en__reverse,dico_phrasis_0001543,en,en,wooden blocks,with some wooden blocks
dico_phrasis_0001544__en-en__forward,dico_phrasis_0001544,en,en,of ahuge field,in a field
dico_phrasis_0001544__en-en__reverse,dico_phrasis_0001544,en,en,in a field,of ahuge field
dico_phrasis_0001552__en-en__forward,dico_phrasis_0001552,en,en,US drone strike,Drone strike
dico_phrasis_0001552__en-en__reverse,dico_phrasis_0001552,en,en,Drone strike,US drone strike
dico_phrasis_0001553__en-en__forward,dico_phrasis_0001553,en,en,5 militants,four suspected militants
dico_phrasis_0001553__en-en__reverse,dico_phrasis_0001553,en,en,four suspected militants,5 militants
dico_phrasis_0001565__en-en__forward,dico_phrasis_0001565,en,en,100 killed,9 Dead
dico_phrasis_0001565__en-en__reverse,dico_phrasis_0001565,en,en,9 Dead,100 killed
dico_phrasis_0001575__en-en__forward,dico_phrasis_0001575,en,en,Google and IBM Post Strong Earnings,on strong earnings
dico_phrasis_0001575__en-en__reverse,dico_phrasis_0001575,en,en,on strong earnings,Google and IBM Post Strong Earnings
dico_phrasis_0001588__en-en__forward,dico_phrasis_0001588,en,en,Militants,250 militants
dico_phrasis_0001588__en-en__reverse,dico_phrasis_0001588,en,en,250 militants,Militants
dico_phrasis_0001591__en-en__forward,dico_phrasis_0001591,en,en,landmark nuclear deal,nuclear deal
dico_phrasis_0001591__en-en__reverse,dico_phrasis_0001591,en,en,nuclear deal,landmark nuclear deal
dico_phrasis_0001599__en-en__forward,dico_phrasis_0001599,en,en,Pakistani Taliban chief Hakimullah Mehsud,Pakistan Taliban
dico_phrasis_0001599__en-en__reverse,dico_phrasis_0001599,en,en,Pakistan Taliban,Pakistani Taliban chief Hakimullah Mehsud
dico_phrasis_0001611__en-en__forward,dico_phrasis_0001611,en,en,within three months,in months
dico_phrasis_0001611__en-en__reverse,dico_phrasis_0001611,en,en,in months,within three months
dico_phrasis_0001612__en-en__forward,dico_phrasis_0001612,en,en,Mumbai photojournalist gangrape case,Mumbai journalist gang-rape case
dico_phrasis_0001612__en-en__reverse,dico_phrasis_0001612,en,en,Mumbai journalist gang-rape case,Mumbai photojournalist gangrape case
dico_phrasis_0001613__en-en__forward,dico_phrasis_0001613,en,en,in Spanish train crash,in Spain crash
dico_phrasis_0001613__en-en__reverse,dico_phrasis_0001613,en,en,in Spain crash,in Spanish train crash
dico_phrasis_0001617__en-en__forward,dico_phrasis_0001617,en,en,US Capitol Hill,US Capitol
dico_phrasis_0001617__en-en__reverse,dico_phrasis_0001617,en,en,US Capitol,US Capitol Hill
dico_phrasis_0001623__en-en__forward,dico_phrasis_0001623,en,en,in Syrian capital,in Syria
dico_phrasis_0001623__en-en__reverse,dico_phrasis_0001623,en,en,in Syria,in Syrian capital
dico_phrasis_0001626__en-en__forward,dico_phrasis_0001626,en,en,Iranian exiles,At least 47 Iranian exiles
dico_phrasis_0001626__en-en__reverse,dico_phrasis_0001626,en,en,At least 47 Iranian exiles,Iranian exiles
dico_phrasis_0001630__en-en__forward,dico_phrasis_0001630,en,en,Thai opposition protesters,Thai protesters
dico_phrasis_0001630__en-en__reverse,dico_phrasis_0001630,en,en,Thai protesters,Thai opposition protesters
dico_phrasis_0001633__en-en__forward,dico_phrasis_0001633,en,en,Crushed to Death,dead
dico_phrasis_0001633__en-en__reverse,dico_phrasis_0001633,en,en,dead,Crushed to Death
dico_phrasis_0001639__en-en__forward,dico_phrasis_0001639,en,en,among 14 killed,Six dead
dico_phrasis_0001639__en-en__reverse,dico_phrasis_0001639,en,en,Six dead,among 14 killed
dico_phrasis_0001645__en-en__forward,dico_phrasis_0001645,en,en,in hospital,hospital
dico_phrasis_0001645__en-en__reverse,dico_phrasis_0001645,en,en,hospital,in hospital
dico_phrasis_0001648__en-en__forward,dico_phrasis_0001648,en,en,P.G. police,Police
dico_phrasis_0001648__en-en__reverse,dico_phrasis_0001648,en,en,Police,P.G. police
dico_phrasis_0001651__en-en__forward,dico_phrasis_0001651,en,en,Afghan police 5 Taliban fighters,"5 Taliban , 5 Afghan police"
dico_phrasis_0001651__en-en__reverse,dico_phrasis_0001651,en,en,"5 Taliban , 5 Afghan police",Afghan police 5 Taliban fighters
dico_phrasis_0001653__en-en__forward,dico_phrasis_0001653,en,en,to NZ same-sex marriage,New Zealand same-sex marriage
dico_phrasis_0001653__en-en__reverse,dico_phrasis_0001653,en,en,New Zealand same-sex marriage,to NZ same-sex marriage
dico_phrasis_0001658__en-en__forward,dico_phrasis_0001658,en,en,Egypt 's main opposition,Egypt opposition
dico_phrasis_0001658__en-en__reverse,dico_phrasis_0001658,en,en,Egypt opposition,Egypt 's main opposition
dico_phrasis_0001659__en-en__forward,dico_phrasis_0001659,en,en,$ 30 billion oil link,$ 25bn oil link
dico_phrasis_0001659__en-en__reverse,dico_phrasis_0001659,en,en,$ 25bn oil link,$ 30 billion oil link
dico_phrasis_0001663__en-en__forward,dico_phrasis_0001663,en,en,for Syrian Chemical Weapons Transport,Syria Chemical Weapons
dico_phrasis_0001663__en-en__reverse,dico_phrasis_0001663,en,en,Syria Chemical Weapons,for Syrian Chemical Weapons Transport
dico_phrasis_0001665__en-en__forward,dico_phrasis_0001665,en,en,Palestinians,Two Palestinians
dico_phrasis_0001665__en-en__reverse,dico_phrasis_0001665,en,en,Two Palestinians,Palestinians
dico_phrasis_0001674__en-en__forward,dico_phrasis_0001674,en,en,Obama economic tour,Obama
dico_phrasis_0001674__en-en__reverse,dico_phrasis_0001674,en,en,Obama,Obama economic tour
dico_phrasis_0001686__en-en__forward,dico_phrasis_0001686,en,en,its borders,borders
