instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_trial_0016__eu-es__forward,dico_trial_0016,eu,es,oinez,está caminando,dico_trial_0016__es-eu__reverse,EQUIVALENCE
dico_trial_0016__eu-es__reverse,dico_trial_0016,eu,es,oinez ari da,caminando,dico_trial_0016__es-eu__forward,EQUIVALENCE
dico_trial_0017__en-es__forward,dico_trial_0017,en,es,are posing,posando,dico_trial_0017__es-en__reverse,EQUIVALENCE
dico_trial_0017__en-es__reverse,dico_trial_0017,en,es,posing,están posando,dico_trial_0017__es-en__forward,EQUIVALENCE
dico_trial_0017__en-eu__forward,dico_trial_0017,en,eu,are posing,posatzen,dico_trial_0017__eu-en__reverse,EQUIVALENCE
dico_trial_0017__en-eu__reverse,dico_trial_0017,en,eu,posing,posatzen ari dira,dico_trial_0017__eu-en__forward,EQUIVALENCE
dico_trial_0017__es-en__forward,dico_trial_0017,es,en,están posando,posing,dico_trial_0017__en-es__reverse,EQUIVALENCE
dico_trial_0017__es-en__reverse,dico_trial_0017,es,en,posando,are posing,dico_trial_0017__en-es__forward,EQUIVALENCE
dico_trial_0017__es-eu__forward,dico_trial_0017,es,eu,están posando,posatzen,dico_trial_0017__eu-es__reverse,EQUIVALENCE
dico_trial_0017__es-eu__reverse,dico_trial_0017,es,eu,posando,posatzen ari dira,dico_trial_0017__eu-es__forward,EQUIVALENCE
dico_trial_0017__eu-en__forward,dico_trial_0017,eu,en,posatzen ari dira,posing,dico_trial_0017__en-eu__reverse,EQUIVALENCE
dico_trial_0017__eu-en__reverse,dico_trial_0017,eu,en,posatzen,are posing,dico_trial_0017__en-eu__forward,EQUIVALENCE
dico_trial_0017__eu-es__forward,dico_trial_0017,eu,es,posatzen ari dira,posando,dico_trial_0017__es-eu__reverse,EQUIVALENCE
dico_trial_0017__eu-es__reverse,dico_trial_0017,eu,es,posatzen,están posando,dico_trial_0017__es-eu__forward,EQUIVALENCE
dico_trial_0018__en-es__forward,dico_trial_0018,en,es,for a photograph,para una foto,dico_trial_0018__es-en__reverse,EQUIVALENCE
dico_trial_0018__en-es__reverse,dico_trial_0018,en,es,for a picture,para una fotografía,dico_trial_0018__es-en__forward,EQUIVALENCE
dico_trial_0018__en-eu__forward,dico_trial_0018,en,eu,for a photograph,argazki baterako,dico_trial_0018__eu-en__reverse,EQUIVALENCE
dico_trial_0018__en-eu__reverse,dico_trial_0018,en,eu,for a picture,argazki baterako,dico_trial_0018__eu-en__forward,EQUIVALENCE
dico_trial_0018__es-en__forward,dico_trial_0018,es,en,para una fotografía,for a picture,dico_trial_0018__en-es__reverse,EQUIVALENCE
dico_trial_0018__es-en__reverse,dico_trial_0018,es,en,para una foto,for a photograph,dico_trial_0018__en-es__forward,EQUIVALENCE
dico_trial_0018__es-eu__forward,dico_trial_0018,es,eu,para una fotografía,argazki baterako,dico_trial_0018__eu-es__reverse,EQUIVALENCE
dico_trial_0018__es-eu__reverse,dico_trial_0018,es,eu,para una foto,argazki baterako,dico_trial_0018__eu-es__forward,EQUIVALENCE
dico_trial_0018__eu-en__forward,dico_trial_0018,eu,en,argazki baterako,for a picture,dico_trial_0018__en-eu__reverse,EQUIVALENCE
dico_trial_0018__eu-en__reverse,dico_trial_0018,eu,en,argazki baterako,for a photograph,dico_trial_0018__en-eu__forward,EQUIVALENCE
dico_trial_0018__eu-es__forward,dico_trial_0018,eu,es,argazki baterako,para una foto,dico_trial_0018__es-eu__reverse,EQUIVALENCE
dico_trial_0018__eu-es__reverse,dico_trial_0018,eu,es,argazki baterako,para una fotografía,dico_trial_0018__es-eu__forward,EQUIVALENCE
dico_trial_0019__en-es__forward,dico_trial_0019,en,es,Young boy,un niño joven,dico_trial_0019__es-en__reverse,EQUIVALENCE
dico_trial_0019__en-es__reverse,dico_trial_0019,en,es,A young boy,niño joven,dico_trial_0019__es-en__forward,EQUIVALENCE
dico_trial_0019__en-eu__forward,dico_trial_0019,en,eu,Young boy,mutil gazte bat,dico_trial_0019__eu-en__reverse,EQUIVALENCE
dico_trial_0019__en-eu__reverse,dico_trial_0019,en,eu,A young boy,mutil gazte bat,dico_trial_0019__eu-en__forward,EQUIVALENCE
dico_trial_0019__es-en__forward,dico_trial_0019,es,en,niño joven,A young boy,dico_trial_0019__en-es__reverse,EQUIVALENCE
dico_trial_0019__es-en__reverse,dico_trial_0019,es,en,un niño joven,Young boy,dico_trial_0019__en-es__forward,EQUIVALENCE
dico_trial_0019__es-eu__forward,dico_trial_0019,es,eu,niño joven,mutil gazte bat,dico_trial_0019__eu-es__reverse,EQUIVALENCE
dico_trial_0019__es-eu__reverse,dico_trial_0019,es,eu,un niño joven,mutil gazte bat,dico_trial_0019__eu-es__forward,EQUIVALENCE
dico_trial_0019__eu-en__forward,dico_trial_0019,eu,en,mutil gazte bat,A young boy,dico_trial_0019__en-eu__reverse,EQUIVALENCE
dico_trial_0019__eu-en__reverse,dico_trial_0019,eu,en,mutil gazte bat,Young boy,dico_trial_0019__en-eu__forward,EQUIVALENCE
dico_trial_0019__eu-es__forward,dico_trial_0019,eu,es,mutil gazte bat,un niño joven,dico_trial_0019__es-eu__reverse,EQUIVALENCE
dico_trial_0019__eu-es__reverse,dico_trial_0019,eu,es,mutil gazte bat,niño joven,dico_trial_0019__es-eu__forward,EQUIVALENCE
dico_trial_0020__en-es__forward,dico_trial_0020,en,es,holding,está sosteniendo,dico_trial_0020__es-en__reverse,EQUIVALENCE
dico_trial_0020__en-es__reverse,dico_trial_0020,en,es,is holding,sosteniendo,dico_trial_0020__es-en__forward,EQUIVALENCE
dico_trial_0020__en-eu__forward,dico_trial_0020,en,eu,holding,eusten ari da,dico_trial_0020__eu-en__reverse,EQUIVALENCE
dico_trial_0020__en-eu__reverse,dico_trial_0020,en,eu,is holding,eusten,dico_trial_0020__eu-en__forward,EQUIVALENCE
dico_trial_0020__es-en__forward,dico_trial_0020,es,en,sosteniendo,is holding,dico_trial_0020__en-es__reverse,EQUIVALENCE
dico_trial_0020__es-en__reverse,dico_trial_0020,es,en,está sosteniendo,holding,dico_trial_0020__en-es__forward,EQUIVALENCE
dico_trial_0020__es-eu__forward,dico_trial_0020,es,eu,sosteniendo,eusten ari da,dico_trial_0020__eu-es__reverse,EQUIVALENCE
dico_trial_0020__es-eu__reverse,dico_trial_0020,es,eu,está sosteniendo,eusten,dico_trial_0020__eu-es__forward,EQUIVALENCE
dico_trial_0020__eu-en__forward,dico_trial_0020,eu,en,eusten,is holding,dico_trial_0020__en-eu__reverse,EQUIVALENCE
dico_trial_0020__eu-en__reverse,dico_trial_0020,eu,en,eusten ari da,holding,dico_trial_0020__en-eu__forward,EQUIVALENCE
dico_trial_0020__eu-es__forward,dico_trial_0020,eu,es,eusten,está sosteniendo,dico_trial_0020__es-eu__reverse,EQUIVALENCE
dico_trial_0020__eu-es__reverse,dico_trial_0020,eu,es,eusten ari da,sosteniendo,dico_trial_0020__es-eu__forward,EQUIVALENCE
dico_trial_0021__en-es__forward,dico_trial_0021,en,es,Woman,una mujer,dico_trial_0021__es-en__reverse,EQUIVALENCE
dico_trial_0021__en-es__reverse,dico_trial_0021,en,es,A woman,mujer,dico_trial_0021__es-en__forward,EQUIVALENCE
dico_trial_0021__en-eu__forward,dico_trial_0021,en,eu,Woman,emakume bat,dico_trial_0021__eu-en__reverse,EQUIVALENCE
dico_trial_0021__en-eu__reverse,dico_trial_0021,en,eu,A woman,emakumea,dico_trial_0021__eu-en__forward,EQUIVALENCE
dico_trial_0021__es-en__forward,dico_trial_0021,es,en,mujer,A woman,dico_trial_0021__en-es__reverse,EQUIVALENCE
dico_trial_0021__es-en__reverse,dico_trial_0021,es,en,una mujer,Woman,dico_trial_0021__en-es__forward,EQUIVALENCE
dico_trial_0021__es-eu__forward,dico_trial_0021,es,eu,mujer,emakume bat,dico_trial_0021__eu-es__reverse,EQUIVALENCE
dico_trial_0021__es-eu__reverse,dico_trial_0021,es,eu,una mujer,emakumea,dico_trial_0021__eu-es__forward,EQUIVALENCE
dico_trial_0021__eu-en__forward,dico_trial_0021,eu,en,emakumea,A woman,dico_trial_0021__en-eu__reverse,EQUIVALENCE
dico_trial_0021__eu-en__reverse,dico_trial_0021,eu,en,emakume bat,Woman,dico_trial_0021__en-eu__forward,EQUIVALENCE
dico_trial_0021__eu-es__forward,dico_trial_0021,eu,es,emakumea,una mujer,dico_trial_0021__es-eu__reverse,EQUIVALENCE
dico_trial_0021__eu-es__reverse,dico_trial_0021,eu,es,emakume bat,mujer,dico_trial_0021__es-eu__forward,EQUIVALENCE
dico_trial_0022__en-es__forward,dico_trial_0022,en,es,into the water,en el agua,dico_trial_0022__es-en__reverse,EQUIVALENCE
dico_trial_0022__en-es__reverse,dico_trial_0022,en,es,in the water,al agua,dico_trial_0022__es-en__forward,EQUIVALENCE
dico_trial_0022__en-eu__forward,dico_trial_0022,en,eu,into the water,uretan,dico_trial_0022__eu-en__reverse,EQUIVALENCE
dico_trial_0022__en-eu__reverse,dico_trial_0022,en,eu,in the water,uretara,dico_trial_0022__eu-en__forward,EQUIVALENCE
dico_trial_0022__es-en__forward,dico_trial_0022,es,en,al agua,in the water,dico_trial_0022__en-es__reverse,EQUIVALENCE
dico_trial_0022__es-en__reverse,dico_trial_0022,es,en,en el agua,into the water,dico_trial_0022__en-es__forward,EQUIVALENCE
dico_trial_0022__es-eu__forward,dico_trial_0022,es,eu,al agua,uretan,dico_trial_0022__eu-es__reverse,EQUIVALENCE
dico_trial_0022__es-eu__reverse,dico_trial_0022,es,eu,en el agua,uretara,dico_trial_0022__eu-es__forward,EQUIVALENCE
dico_trial_0022__eu-en__forward,dico_trial_0022,eu,en,uretara,in the water,dico_trial_0022__en-eu__reverse,EQUIVALENCE
dico_trial_0022__eu-en__reverse,dico_trial_0022,eu,en,uretan,into the water,dico_trial_0022__en-eu__forward,EQUIVALENCE
dico_trial_0022__eu-es__forward,dico_trial_0022,eu,es,uretara,en el agua,dico_trial_0022__es-eu__reverse,EQUIVALENCE
dico_trial_0022__eu-es__reverse,dico_trial_0022,eu,es,uretan,al agua,dico_trial_0022__es-eu__forward,EQUIVALENCE
dico_trial_0023__en-es__forward,dico_trial_0023,en,es,is jumping,saltando,dico_trial_0023__es-en__reverse,EQUIVALENCE
dico_trial_0023__en-es__reverse,dico_trial_0023,en,es,jumping,está saltando,dico_trial_0023__es-en__forward,EQUIVALENCE
dico_trial_0023__en-eu__forward,dico_trial_0023,en,eu,is jumping,saltoka,dico_trial_0023__eu-en__reverse,EQUIVALENCE
dico_trial_0023__en-eu__reverse,dico_trial_0023,en,eu,jumping,saltoka ari da,dico_trial_0023__eu-en__forward,EQUIVALENCE
dico_trial_0023__es-en__forward,dico_trial_0023,es,en,está saltando,jumping,dico_trial_0023__en-es__reverse,EQUIVALENCE
dico_trial_0023__es-en__reverse,dico_trial_0023,es,en,saltando,is jumping,dico_trial_0023__en-es__forward,EQUIVALENCE
dico_trial_0023__es-eu__forward,dico_trial_0023,es,eu,está saltando,saltoka,dico_trial_0023__eu-es__reverse,EQUIVALENCE
dico_trial_0023__es-eu__reverse,dico_trial_0023,es,eu,saltando,saltoka ari da,dico_trial_0023__eu-es__forward,EQUIVALENCE
dico_trial_0023__eu-en__forward,dico_trial_0023,eu,en,saltoka ari da,jumping,dico_trial_0023__en-eu__reverse,EQUIVALENCE
dico_trial_0023__eu-en__reverse,dico_trial_0023,eu,en,saltoka,is jumping,dico_trial_0023__en-eu__forward,EQUIVALENCE
dico_trial_0023__eu-es__forward,dico_trial_0023,eu,es,saltoka ari da,saltando,dico_trial_0023__es-eu__reverse,EQUIVALENCE
dico_trial_0023__eu-es__reverse,dico_trial_0023,eu,es,saltoka,está saltando,dico_trial_0023__es-eu__forward,EQUIVALENCE
dico_trial_0024__en-es__forward,dico_trial_0024,en,es,A pair of dogs,dos perros,dico_trial_0024__es-en__reverse,EQUIVALENCE
dico_trial_0024__en-es__reverse,dico_trial_0024,en,es,Two dogs,una pareja de perros,dico_trial_0024__es-en__forward,EQUIVALENCE
dico_trial_0024__en-eu__forward,dico_trial_0024,en,eu,A pair of dogs,bi txakur,dico_trial_0024__eu-en__reverse,EQUIVALENCE
dico_trial_0024__en-eu__reverse,dico_trial_0024,en,eu,Two dogs,txakur pare bat,dico_trial_0024__eu-en__forward,EQUIVALENCE
dico_trial_0024__es-en__forward,dico_trial_0024,es,en,una pareja de perros,Two dogs,dico_trial_0024__en-es__reverse,EQUIVALENCE
dico_trial_0024__es-en__reverse,dico_trial_0024,es,en,dos perros,A pair of dogs,dico_trial_0024__en-es__forward,EQUIVALENCE
dico_trial_0024__es-eu__forward,dico_trial_0024,es,eu,una pareja de perros,bi txakur,dico_trial_0024__eu-es__reverse,EQUIVALENCE
dico_trial_0024__es-eu__reverse,dico_trial_0024,es,eu,dos perros,txakur pare bat,dico_trial_0024__eu-es__forward,EQUIVALENCE
dico_trial_0024__eu-en__forward,dico_trial_0024,eu,en,txakur pare bat,Two dogs,dico_trial_0024__en-eu__reverse,EQUIVALENCE
dico_trial_0024__eu-en__reverse,dico_trial_0024,eu,en,bi txakur,A pair of dogs,dico_trial_0024__en-eu__forward,EQUIVALENCE
dico_trial_0024__eu-es__forward,dico_trial_0024,eu,es,txakur pare bat,dos perros,dico_trial_0024__es-eu__reverse,EQUIVALENCE
dico_trial_0024__eu-es__reverse,dico_trial_0024,eu,es,bi txakur,una pareja de perros,dico_trial_0024__es-eu__forward,EQUIVALENCE
dico_trial_0025__en-es__forward,dico_trial_0025,en,es,wearing,lleva puesto,dico_trial_0025__es-en__reverse,EQUIVALENCE
dico_trial_0025__en-es__reverse,dico_trial_0025,en,es,is wearing,llevando puesto,dico_trial_0025__es-en__forward,EQUIVALENCE
dico_trial_0025__en-eu__forward,dico_trial_0025,en,eu,wearing,jantzita dago,dico_trial_0025__eu-en__reverse,EQUIVALENCE
dico_trial_0025__en-eu__reverse,dico_trial_0025,en,eu,is wearing,jantzita,dico_trial_0025__eu-en__forward,EQUIVALENCE
dico_trial_0025__es-en__forward,dico_trial_0025,es,en,llevando puesto,is wearing,dico_trial_0025__en-es__reverse,EQUIVALENCE
dico_trial_0025__es-en__reverse,dico_trial_0025,es,en,lleva puesto,wearing,dico_trial_0025__en-es__forward,EQUIVALENCE
dico_trial_0025__es-eu__forward,dico_trial_0025,es,eu,llevando puesto,jantzita dago,dico_trial_0025__eu-es__reverse,EQUIVALENCE
dico_trial_0025__es-eu__reverse,dico_trial_0025,es,eu,lleva puesto,jantzita,dico_trial_0025__eu-es__forward,EQUIVALENCE
dico_trial_0025__eu-en__forward,dico_trial_0025,eu,en,jantzita,is wearing,dico_trial_0025__en-eu__reverse,EQUIVALENCE
dico_trial_0025__eu-en__reverse,dico_trial_0025,eu,en,jantzita dago,wearing,dico_trial_0025__en-eu__forward,EQUIVALENCE
dico_trial_0025__eu-es__forward,dico_trial_0025,eu,es,jantzita,lleva puesto,dico_trial_0025__es-eu__reverse,EQUIVALENCE
dico_trial_0025__eu-es__reverse,dico_trial_0025,eu,es,jantzita dago,llevando puesto,dico_trial_0025__es-eu__forward,EQUIVALENCE
dico_trial_0026__en-es__forward,dico_trial_0026,en,es,are walking,caminando,dico_trial_0026__es-en__reverse,EQUIVALENCE
dico_trial_0026__en-es__reverse,dico_trial_0026,en,es,walking,están caminando,dico_trial_0026__es-en__forward,EQUIVALENCE
dico_trial_0026__en-eu__forward,dico_trial_0026,en,eu,are walking,oinez,dico_trial_0026__eu-en__reverse,EQUIVALENCE
dico_trial_0026__en-eu__reverse,dico_trial_0026,en,eu,walking,oinez ari dira,dico_trial_0026__eu-en__forward,EQUIVALENCE
dico_trial_0026__es-en__forward,dico_trial_0026,es,en,están caminando,walking,dico_trial_0026__en-es__reverse,EQUIVALENCE
dico_trial_0026__es-en__reverse,dico_trial_0026,es,en,caminando,are walking,dico_trial_0026__en-es__forward,EQUIVALENCE
dico_trial_0026__es-eu__forward,dico_trial_0026,es,eu,están caminando,oinez,dico_trial_0026__eu-es__reverse,EQUIVALENCE
dico_trial_0026__es-eu__reverse,dico_trial_0026,es,eu,caminando,oinez ari dira,dico_trial_0026__eu-es__forward,EQUIVALENCE
dico_trial_0026__eu-en__forward,dico_trial_0026,eu,en,oinez ari dira,walking,dico_trial_0026__en-eu__reverse,EQUIVALENCE
dico_trial_0026__eu-en__reverse,dico_trial_0026,eu,en,oinez,are walking,dico_trial_0026__en-eu__forward,EQUIVALENCE
dico_trial_0026__eu-es__forward,dico_trial_0026,eu,es,oinez ari dira,caminando,dico_trial_0026__es-eu__reverse,EQUIVALENCE
dico_trial_0026__eu-es__reverse,dico_trial_0026,eu,es,oinez,están caminando,dico_trial_0026__es-eu__forward,EQUIVALENCE
dico_trial_0027__en-es__forward,dico_trial_0027,en,es,A black dog,perro negro,dico_trial_0027__es-en__reverse,EQUIVALENCE
dico_trial_0027__en-es__reverse,dico_trial_0027,en,es,Black dog,un perro negro,dico_trial_0027__es-en__forward,EQUIVALENCE
dico_trial_0027__en-eu__forward,dico_trial_0027,en,eu,A black dog,txakur beltza,dico_trial_0027__eu-en__reverse,EQUIVALENCE
dico_trial_0027__en-eu__reverse,dico_trial_0027,en,eu,Black dog,txakur beltz bat,dico_trial_0027__eu-en__forward,EQUIVALENCE
dico_trial_0027__es-en__forward,dico_trial_0027,es,en,un perro negro,Black dog,dico_trial_0027__en-es__reverse,EQUIVALENCE
dico_trial_0027__es-en__reverse,dico_trial_0027,es,en,perro negro,A black dog,dico_trial_0027__en-es__forward,EQUIVALENCE
dico_trial_0027__es-eu__forward,dico_trial_0027,es,eu,un perro negro,txakur beltza,dico_trial_0027__eu-es__reverse,EQUIVALENCE
dico_trial_0027__es-eu__reverse,dico_trial_0027,es,eu,perro negro,txakur beltz bat,dico_trial_0027__eu-es__forward,EQUIVALENCE
dico_trial_0027__eu-en__forward,dico_trial_0027,eu,en,txakur beltz bat,Black dog,dico_trial_0027__en-eu__reverse,EQUIVALENCE
dico_trial_0027__eu-en__reverse,dico_trial_0027,eu,en,txakur beltza,A black dog,dico_trial_0027__en-eu__forward,EQUIVALENCE
dico_trial_0027__eu-es__forward,dico_trial_0027,eu,es,txakur beltz bat,perro negro,dico_trial_0027__es-eu__reverse,EQUIVALENCE
dico_trial_0027__eu-es__reverse,dico_trial_0027,eu,es,txakur beltza,un perro negro,dico_trial_0027__es-eu__forward,EQUIVALENCE
dico_trial_0028__en-es__forward,dico_trial_0028,en,es,in water,en el agua,dico_trial_0028__es-en__reverse,EQUIVALENCE
dico_trial_0028__en-es__reverse,dico_trial_0028,en,es,in the water,en el agua,dico_trial_0028__es-en__forward,EQUIVALENCE
dico_trial_0028__en-eu__forward,dico_trial_0028,en,eu,in water,uretan,dico_trial_0028__eu-en__reverse,EQUIVALENCE
dico_trial_0028__en-eu__reverse,dico_trial_0028,en,eu,in the water,uretan,dico_trial_0028__eu-en__forward,EQUIVALENCE
dico_trial_0028__es-en__forward,dico_trial_0028,es,en,en el agua,in the water,dico_trial_0028__en-es__reverse,EQUIVALENCE
dico_trial_0028__es-en__reverse,dico_trial_0028,es,en,en el agua,in water,dico_trial_0028__en-es__forward,EQUIVALENCE
dico_trial_0028__es-eu__forward,dico_trial_0028,es,eu,en el agua,uretan,dico_trial_0028__eu-es__reverse,EQUIVALENCE
dico_trial_0028__es-eu__reverse,dico_trial_0028,es,eu,en el agua,uretan,dico_trial_0028__eu-es__forward,EQUIVALENCE
dico_trial_0028__eu-en__forward,dico_trial_0028,eu,en,uretan,in the water,dico_trial_0028__en-eu__reverse,EQUIVALENCE
dico_trial_0028__eu-en__reverse,dico_trial_0028,eu,en,uretan,in water,dico_trial_0028__en-eu__forward,EQUIVALENCE
dico_trial_0028__eu-es__forward,dico_trial_0028,eu,es,uretan,en el agua,dico_trial_0028__es-eu__reverse,EQUIVALENCE
dico_trial_0028__eu-es__reverse,dico_trial_0028,eu,es,uretan,en el agua,dico_trial_0028__es-eu__forward,EQUIVALENCE
dico_trial_0029__en-es__forward,dico_trial_0029,en,es,in a station,en la estación,dico_trial_0029__es-en__reverse,EQUIVALENCE
dico_trial_0029__en-es__reverse,dico_trial_0029,en,es,in the station,en una estación,dico_trial_0029__es-en__forward,EQUIVALENCE
dico_trial_0029__en-eu__forward,dico_trial_0029,en,eu,in a station,geltokian,dico_trial_0029__eu-en__reverse,EQUIVALENCE
dico_trial_0029__en-eu__reverse,dico_trial_0029,en,eu,in the station,geltoki batean,dico_trial_0029__eu-en__forward,EQUIVALENCE
dico_trial_0029__es-en__forward,dico_trial_0029,es,en,en una estación,in the station,dico_trial_0029__en-es__reverse,EQUIVALENCE
dico_trial_0029__es-en__reverse,dico_trial_0029,es,en,en la estación,in a station,dico_trial_0029__en-es__forward,EQUIVALENCE
dico_trial_0029__es-eu__forward,dico_trial_0029,es,eu,en una estación,geltokian,dico_trial_0029__eu-es__reverse,EQUIVALENCE
dico_trial_0029__es-eu__reverse,dico_trial_0029,es,eu,en la estación,geltoki batean,dico_trial_0029__eu-es__forward,EQUIVALENCE
dico_trial_0029__eu-en__forward,dico_trial_0029,eu,en,geltoki batean,in the station,dico_trial_0029__en-eu__reverse,EQUIVALENCE
dico_trial_0029__eu-en__reverse,dico_trial_0029,eu,en,geltokian,in a station,dico_trial_0029__en-eu__forward,EQUIVALENCE
dico_trial_0029__eu-es__forward,dico_trial_0029,eu,es,geltoki batean,en la estación,dico_trial_0029__es-eu__reverse,EQUIVALENCE
dico_trial_0029__eu-es__reverse,dico_trial_0029,eu,es,geltokian,en una estación,dico_trial_0029__es-eu__forward,EQUIVALENCE
dico_trial_0030__en-es__forward,dico_trial_0030,en,es,An Apple computer,un ordenador Macintosh,dico_trial_0030__es-en__reverse,EQUIVALENCE
dico_trial_0030__en-es__reverse,dico_trial_0030,en,es,A Macintosh computer,un ordenador Apple,dico_trial_0030__es-en__forward,EQUIVALENCE
dico_trial_0030__en-eu__forward,dico_trial_0030,en,eu,An Apple computer,Macintosh ordenagailu bat,dico_trial_0030__eu-en__reverse,EQUIVALENCE
dico_trial_0030__en-eu__reverse,dico_trial_0030,en,eu,A Macintosh computer,Apple ordenagailu bat,dico_trial_0030__eu-en__forward,EQUIVALENCE
dico_trial_0030__es-en__forward,dico_trial_0030,es,en,un ordenador Apple,A Macintosh computer,dico_trial_0030__en-es__reverse,EQUIVALENCE
dico_trial_0030__es-en__reverse,dico_trial_0030,es,en,un ordenador Macintosh,An Apple computer,dico_trial_0030__en-es__forward,EQUIVALENCE
dico_trial_0030__es-eu__forward,dico_trial_0030,es,eu,un ordenador Apple,Macintosh ordenagailu bat,dico_trial_0030__eu-es__reverse,EQUIVALENCE
dico_trial_0030__es-eu__reverse,dico_trial_0030,es,eu,un ordenador Macintosh,Apple ordenagailu bat,dico_trial_0030__eu-es__forward,EQUIVALENCE
dico_trial_0030__eu-en__forward,dico_trial_0030,eu,en,Apple ordenagailu bat,A Macintosh computer,dico_trial_0030__en-eu__reverse,EQUIVALENCE
dico_trial_0030__eu-en__reverse,dico_trial_0030,eu,en,Macintosh ordenagailu bat,An Apple computer,dico_trial_0030__en-eu__forward,EQUIVALENCE
dico_trial_0030__eu-es__forward,dico_trial_0030,eu,es,Apple ordenagailu bat,un ordenador Macintosh,dico_trial_0030__es-eu__reverse,EQUIVALENCE
dico_trial_0030__eu-es__reverse,dico_trial_0030,eu,es,Macintosh ordenagailu bat,un ordenador Apple,dico_trial_0030__es-eu__forward,EQUIVALENCE
dico_trial_0031__en-es__forward,dico_trial_0031,en,es,US drone strike,ataque con dron,dico_trial_0031__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0031__en-es__reverse,dico_trial_0031,en,es,Drone strike,ataque estadounidense con dron,dico_trial_0031__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0031__en-eu__forward,dico_trial_0031,en,eu,US drone strike,dron eraso bat,dico_trial_0031__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0031__en-eu__reverse,dico_trial_0031,en,eu,Drone strike,AEBetako dron erasoa,dico_trial_0031__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0031__es-en__forward,dico_trial_0031,es,en,ataque estadounidense con dron,Drone strike,dico_trial_0031__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0031__es-en__reverse,dico_trial_0031,es,en,ataque con dron,US drone strike,dico_trial_0031__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0031__es-eu__forward,dico_trial_0031,es,eu,ataque estadounidense con dron,dron eraso bat,dico_trial_0031__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0031__es-eu__reverse,dico_trial_0031,es,eu,ataque con dron,AEBetako dron erasoa,dico_trial_0031__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0031__eu-en__forward,dico_trial_0031,eu,en,AEBetako dron erasoa,Drone strike,dico_trial_0031__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0031__eu-en__reverse,dico_trial_0031,eu,en,dron eraso bat,US drone strike,dico_trial_0031__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0031__eu-es__forward,dico_trial_0031,eu,es,AEBetako dron erasoa,ataque con dron,dico_trial_0031__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0031__eu-es__reverse,dico_trial_0031,eu,es,dron eraso bat,ataque estadounidense con dron,dico_trial_0031__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0032__en-es__forward,dico_trial_0032,en,es,Mall attackers,atacantes,dico_trial_0032__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0032__en-es__reverse,dico_trial_0032,en,es,attackers,atacantes del centro comercial,dico_trial_0032__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0032__en-eu__forward,dico_trial_0032,en,eu,Mall attackers,erasotzaileak,dico_trial_0032__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0032__en-eu__reverse,dico_trial_0032,en,eu,attackers,merkataritza-guneko erasotzaileak,dico_trial_0032__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0032__es-en__forward,dico_trial_0032,es,en,atacantes del centro comercial,attackers,dico_trial_0032__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0032__es-en__reverse,dico_trial_0032,es,en,atacantes,Mall attackers,dico_trial_0032__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0032__es-eu__forward,dico_trial_0032,es,eu,atacantes del centro comercial,erasotzaileak,dico_trial_0032__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0032__es-eu__reverse,dico_trial_0032,es,eu,atacantes,merkataritza-guneko erasotzaileak,dico_trial_0032__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0032__eu-en__forward,dico_trial_0032,eu,en,merkataritza-guneko erasotzaileak,attackers,dico_trial_0032__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0032__eu-en__reverse,dico_trial_0032,eu,en,erasotzaileak,Mall attackers,dico_trial_0032__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0032__eu-es__forward,dico_trial_0032,eu,es,merkataritza-guneko erasotzaileak,atacantes,dico_trial_0032__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0032__eu-es__reverse,dico_trial_0032,eu,es,erasotzaileak,atacantes del centro comercial,dico_trial_0032__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0033__en-es__forward,dico_trial_0033,en,es,Thai opposition party,oposición tailandesa,dico_trial_0033__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0033__en-es__reverse,dico_trial_0033,en,es,Thai opposition,partido opositor tailandés,dico_trial_0033__es-en__forward,BACKWARD_ENTAILMENT
